drug_id,drug_name,drug_smiles
D08JYV,PSMA subunit vaccine,
D09PGL,Capromab,
D0F5KN,99mTc-MIP-1405,
D0H5ER,MLN-591RL,
D0IW9Q,MDX-1147,
D0K3GB,99mTc-MIP-1340,
D0M8PM,IRX-4,
D0O0JB,PSMA-targeted tubulysin B conjugates,
D0TN7S,BAY-1075553,
D0W7FC,MLN-2704,
D0Z5UD,MIP-1375,
D0Z9BU,99mTc-EC-0652,
D1CZ8K,177-Lu-PSMA-R2,
D48MDS,HPN424,
D4GH1L,67Cu-SAR-bisPSMA,
DA03JS,MIP-1095,C1=CC(=CC=C1NC(=O)NCCCCC(C(=O)O)NC(=O)NC(CCC(=O)O)C(=O)O)I
DAS4D6,PSMA CAR-T cell therapy,
DBHQ20,64Cu-SAR-bisPSMA,
DENO78,BAY 2315497,
DGQW52,Lutetium Lu-177 vipivotide tetraxetan,
DH5S6Z,CTT1403,
DM6CE2,177Lu-labelled CTT-1403,
DP6J5K,177Lu-labelled PSMA-R2,
DR8JH4,LAVA-1207,
DSM5X9,177-Lu-PSMA-617,
DXOR23,225Ac-J591,
DXV67Q,227Th-labelled PSMA-TTC,
D06WOJ,JTH-601,CC1=CC(=C(C=C1O)C(C)C)OCCN(C)CC2=C(C(=C(C(=C2C)O)C)C)OC.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O
D0U0QI,GYKI-16084,C1C(OC2=CC=CC=C2O1)CNCCCN3C(=O)C=CC=N3
D0S9BH,Ozarelix,CCCCC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCCNC(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)N(C)C(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C
D04PSL,FINROZOLE,C1=CC(=CC=C1CC(C(C2=CC=C(C=C2)C#N)N3C=NC=N3)O)F
D06AGD,MK-0963,CC(C)CC(=O)C1CCC2C1(CCC3C2CCC4C3(C=CC(=O)N4)C)C
D07UOS,MK-434,CC12CCC3C(C1CCC2C(=O)C4=CC=CC=C4)CCC5C3(C=CC(=O)N5)C
D08JCL,ONO-3805,CC1=C(C=CC(=C1C)OC(C)C2=CC=C(C=C2)CC(C)C)C(=O)NC3=CC=CC=C3OCCCC(=O)O
D0J3CT,FK-143,CC(C)CC1=CC=C(C=C1)C(C2=CC=C(C=C2)CC(C)C)NC3=CC=CC(=C3)C(=O)C4=CN(C5=CC=CC=C54)CCCC(=O)O
D0S3XE,Turosteride,CC(C)NC(=O)N(C(C)C)C(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)N4C)C)C
D00CGH,RO-23-7553,CC(CC#CC(C)(C)O)C1=CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
D04CON,SL-89.0591,
D0A6VE,FIDUXOSIN HYDROCHLORIDE,COC1=CC=CC2=C1C3CN(CC3CO2)CCCCN4C(=O)C5=C(C6=NC(=CN=C6S5)C7=CC=CC=C7)NC4=O.Cl
D0P9FT,REC-15-2739,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)NCCCN3CCN(CC3)C4=CC=CC=C4OC)C5=CC=CC=C5
D01CJY,FR-146687,
D0LL9K,L-771688,COCC1=C(C(N(C(=O)N1)C(=O)NCCCN2CCC(CC2)C3=CC=CC=N3)C4=CC(=C(C=C4)F)F)C(=O)OC
D0Z1PA,GG-818,
D0Z2UD,RS-100975,CC1=CNC(=O)N(C1=O)CCCN2CCN(CC2)C3=C(C=C(C=C3)F)OCC(F)(F)F
D02RZC,ASC-JMX2,
D04DJN,Dihydrotestosterone,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C
D04NNJ,ZANOTERONE,CC12CCC3C(C1CCC2(C#C)O)CCC4C3(CC5=CN(N=C5C4)S(=O)(=O)C)C
D07VUD,ZD-3980,
D07RYX,Antide,CC(C)CC(C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCCNC(=O)C2=CN=CC=C2)NC(=O)C(CCCCNC(=O)C3=CN=CC=C3)NC(=O)C(CO)NC(=O)C(CC4=CN=CC=C4)NC(=O)C(CC5=CC=C(C=C5)Cl)NC(=O)C(CC6=CC7=CC=CC=C7C=C6)NC(=O)C
D0G2MR,ProstaVac,
D0C5LI,SL-91.0893,
D01MWF,GTx-878,
D0R2SK,Erteberel,C1CC2C(C1)C3=C(C=CC(=C3)O)OC2C4=CC=C(C=C4)O
D0M4HC,L-757464,
D0S1PM,RBx-2258,
D0V9HH,Taprizosin,COC1=C(C(=C2C(=C1)N=C(N=C2N)N3CCC4=C(C3)C=CC=C4NS(=O)(=O)C)C5=CC=CC=N5)OC
D0F6CI,R-1437,
D06MPF,Sch-40120,C1CCC2=C(C1)C(=O)C3=C(N2C4=CC(=CC=C4)Cl)N=CC=C3
D06UVO,DuP-654,C1=CC=C(C=C1)CC2=C(C3=CC=CC=C3C=C2)O
D04QYS,SNA-120,CC12C3(CC(O1)N4C5=CC=CC=C5C6=C7C(=C8C9=CC=CC=C9N2C8=C64)CNC7=O)C(=O)N(C(=O)O3)CCOCCOC
D0U5BF,ALPHA-FMH,C1=C(NC=N1)CC(CF)(C(=O)O)N
D0Q0IM,SNA-125,
D0X8CH,GSK2330672,CCCCC1(CS(=O)(=O)C2=C(C=C(C(=C2)CNC(CC(=O)O)CC(=O)O)OC)C(N1)C3=CC=CC=C3)CC
DEWC27,Odevixibat,CCCCC1(CN(C2=CC(=C(C=C2S(=O)(=O)N1)OCC(=O)NC(C3=CC=C(C=C3)O)C(=O)NC(CC)C(=O)O)SC)C4=CC=CC=C4)CCCC
DZB84T,Maralixibat,CCCCC1(CS(=O)(=O)C2=C(C=C(C=C2)N(C)C)C(C1O)C3=CC=C(C=C3)OCC4=CC=C(C=C4)C[N+]56CCN(CC5)CC6)CCCC
D08VGT,BMY-30129,
D0X3FX,Naloxone,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
D07TQN,Asimadoline,CN(C(CN1CCC(C1)O)C2=CC=CC=C2)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4
D0K3OK,Difelikefalin,CC(C)CC(C(=O)NC(CCCCN)C(=O)N1CCC(CC1)(C(=O)O)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N
D0O5OF,SDZ-281-240,
D0ZJ1C,(S)-(+)-Dimethindene maleate,CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C.C(=CC(=O)O)C(=O)O
D4XL6Z,Vixarelimab,
D03PBT,DuP-983,
D29GPF,DS-1211,CC(C)CC(C(=O)O)NC(=O)C
DK0B7G,INZ-701,
D81WBS,PF-07038124,B1(CC(CO1)C2=CN=CC(=C2)C3=CC(=C(C=C3)OC)OCCC)O
D0T3VF,GSK3050002,
D0WJ5M,Bimekizumab,
D0GP8Q,Risankizumab,
DVT8O0,ABP 654,
D0OX5H,ABT-122,
D0I6IQ,Neihulizumab,
D08NMV,Ixekizumab,
D08NCO,Vanadate,[NH4+].[O-][V](=O)=O
D0N0BW,ALD-518,
D01XEO,Debio-0824,
D5XJ7F,NDI-034858,CNC1=CC(=NC2=C(C=NN12)C(=O)NC3CCC3OC)NC4=CC=CN(C4=O)C5=CC=CC=N5
D06ZWG,AVE-5997EF,CC1=CC=C(C=C1)NC(=O)NCCCCN2CCN(CC2)C3=CSC4=C3C=CC(=C4)C(F)(F)F
D0FH3X,A-437203,CC(C)(C)C1=NC(=CC(=N1)N2CCN(CC2)CCCSC3=NC=CC(=O)N3)C(F)(F)F
D0K5EE,S-33084,C1C2COC3=C(C2CN1CCCCNC(=O)C4=CC=C(C=C4)C5=CC=CC=C5)C=C(C=C3)C#N
D0OW1R,YM-43611,COC1=CC(=C(C=C1C(=O)NC2CCN(C2)CC3=CC=CC=C3)Cl)NC(=O)C4CC4
D0UZ1I,S-33138,CC(=O)NC1=CC=C(C=C1)CCN2CC3COC4=C(C3C2)C=C(C=C4)C#N
D0P5SA,Fluphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
D03DXS,Odapipam,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC4=C3OCC4)O)Cl
D03NPZ,NNC-22-0031,C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCOC(=O)NC4=CC5=C(C=C4)OCO5
D03PTZ,BTS-73947,
D08IRR,Org-10490,CN1CCC2=CC=CC=C2OC3=CC=CC=C3CC1
D0D3VT,Dihydrexidine,C1CC2=CC(=C(C=C2C3C1NCC4=CC=CC=C34)O)O
D0EH2O,BIMG80,COC1=CC2=C(C=C1)NC=C2CC3=CCCN(C3)CCCC(=O)C4=CC=C(C=C4)F
D0OQ4H,A-69024,CN1CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3Br)OC)OC)O)OC
D0S0GM,ADX-10061,
D0X8MI,Berupipam,CN1CCC2=CC(=C(C=C2C(C1)C3=CC(=CC4=C3OCC4)Br)O)Cl
D09ENA,Org-30035,
D0N1HW,"L-745,870",C1CN(CCN1CC2=CNC3=C2C=CC=N3)C4=CC=C(C=C4)Cl
D0T5MB,Lu-35138,
D0C3AN,SSR-146977,CN(C)C(=O)NC1(CCN(CC1)CCCC2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)C5=CC=CC=C5
D02BRJ,Vabicaserin,C1CC2CN3CCNCC4=C3C(=CC=C4)C2C1
D05NOS,Triflupromazine,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
D0C7WO,1192U90,C1CN(CCN1CCCCNC(=O)C2=CC=CC=C2N)C3=NSC4=CC=CC=C43
D0Z4QV,DUP-734,C1CC1CN2CCC(CC2)CC(=O)C3=CC=C(C=C3)F.Br
D00EZE,Panamesine,COC1=CC=C(C=C1)N2CC(OC2=O)CN3CCC(CC3)(C4=CC5=C(C=C4)OCO5)O
D01YOC,BMS-181100,C1CN(CCN1CCCC(C2=CC=C(C=C2)F)O)C3=NC=C(C=N3)F
D0B1PD,NPC-16377,CC1=C(OC2=C(C1=O)C=C(C=C2)OCCCCCCN3CCC(CC3)O)C4=CC=CC=C4.Cl
D0L1YS,NE-033,
D0L7BV,Gevotroline,C1CN(CC2=C1NC3=C2C=C(C=C3)F)CCCC4=CN=CC=C4
D0Z5HB,FH-510,CCCN(CCC)CCC1=C2C(=CC=C1)NC3=C(C=CC(=C23)C)C.Cl
D00DHM,SDZ-208911,CC1=C2CC3C(CC(CN3C)NC(=O)C(C)(C)C)C4=C2C(=CC=C4)N1
D01GEB,ROXINDOLE,C1CN(CC=C1C2=CC=CC=C2)CCCCC3=CNC4=C3C=C(C=C4)O
D02ONK,Y-20024,CCCCN1CCCC1CNC(=O)C2=CC(=CC3=C2OC(C3)C)S(=O)(=O)N.Cl
D02UJD,PD-143188,C1CN(CC=C1C2=CC=CC=C2)CC3CC=CC(C3)C4=CC=CC=C4
D04JZP,Mazapertine succinate,CC(C)OC1=CC=CC=C1N2CCN(CC2)CC3=CC(=CC=C3)C(=O)N4CCCCC4.C(CC(=O)O)C(=O)O
D05KTV,NGD-93-1,
D05UAV,Bis(olanzapine) pamoate monohydrate,
D07JWT,Perazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42
D07MEH,Meglitinides,CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O
D08FKX,SDZ-MAR-327,CCC(C)(CC)C(=O)NC1CC2C(CC3=C(NC4=CC=CC2=C34)C)N(C1)C
D09QAD,CGS-15873A,CCCN1CCCC2C1COC3=C2C=CC=C3O.Cl
D09WHM,DU-29894,C1CN(CCN1CC2=CC=C(N2)C3=CC=C(C=C3)F)C4=CC=CC5=C4OC=C5
D0A8FD,S-18327,C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCN4CCN(C4=O)C5=CC=CC=C5
D0B0CP,Chlorprothixene,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
D0N7WB,CLR-151,
D0N8NC,SAVOXEPIN MESYLATE,CS(=O)(=O)O.C1CCC(C1)CN2CCC3=C(CC2)C4=C(C=CC(=C4)C#N)OC5=CC=CC=C35
D0OZ4F,Ordopidine,CCN1CCC(CC1)C2=C(C(=CC=C2)S(=O)(=O)C)F
D0R9PL,RWJ-25730,CC(C)OC1=CC=CC=C1N2CCN(CC2)CC3=CC=C(N3C)CN4CCCCC4=O
D0LT0U,ORG-25935,CN(CC1CCC2=C(C1C3=CC=CC=C3)C=CC(=C2)OC)CC(=O)O
D05NTY,NPC-18166,
D0F6GV,Perospirone,C1CCC2C(C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54
D0OM0M,AVE1625,CS(=O)(=O)N(C1CN(C1)C(C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)Cl)C4=CC(=CC(=C4)F)F
D09OWK,AGN-2979,CC1(CC(=O)NC(=O)C1(CCCN(C)C)C2=CC(=CC=C2)OC)C
D01DRL,RGH-2721,
D0D6ZB,AX-9657,CCC1=C2C(=CC(=C1)OC)N=C(OC2=O)C3=C(N=CC=C3)N4CCC(C4)N(C)C
D00ZFC,WilVent,
D00WKL,PSX-4206,
D0JU5X,Bardoxolone methyl,CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)C(=O)OC)C
D0H3GK,Autologous cell based gene therapy,
D08JWJ,PF-1228305,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)[N-]C4=C(C(=NO4)C)Cl)OCO2.[Na+]
D0Y7OJ,LU302146,
D03RZV,Tolazoline,C1CN=C(N1)CC2=CC=CC=C2
D06ENH,Prostacyclin analog,
D0M4TJ,Ralinepag,C1CC(CCC1COCC(=O)O)COC(=O)N(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
D0V0IX,Epoprostenol,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O
D4Q5AW,Beraprost,CC#CCC(C)C(C=CC1C(CC2C1C3=CC=CC(=C3O2)CCCC(=O)O)O)O
D0L9KH,Etrasimod,C1CCC(C1)C2=C(C=C(C=C2)COC3=CC4=C(C=C3)NC5=C4CCC5CC(=O)O)C(F)(F)F
D0XE1C,Regadenoson,CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)C4C(C(C(O4)CO)O)O)N
D0JH5K,TVI-Kidney-1,
D0T4BL,Neovastat,
D05NDR,Sifalimumab,
D0W7JZ,Tivozanib,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl
D0W6HO,IMO-2055,
D0NU8J,Belzutifan,CS(=O)(=O)C1=C2C(C(C(C2=C(C=C1)OC3=CC(=CC(=C3)C#N)F)F)F)O
D0S0WN,Biomed 101,CCCC1=C(C=CC2=C1OC(CC2)C(=O)O)OCCCOC3=C(C(=C(C=C3)C(=O)C)OC)CCC
D0LW0T,Savolitinib,CC(C1=CN2C=CN=C2C=C1)N3C4=NC(=CN=C4N=N3)C5=CN(N=C5)C
DE8V1R,ARO-HIF2,
D0F0ZY,Pazopanib HCl,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl
D04OJM,Human interleukin-2,
D05PUD,Aldesleukin,
D08XFA,IL-2 XL,
D0BH7Z,Girentuximab I-124,
D00QVT,ATN-161,CC(=O)N1CCCC1C(=O)NC(CC2=CN=CN2)C(=O)NC(CO)C(=O)NC(CS)C(=O)NC(CC(=O)N)C(=O)N
D08WTE,Vorsetuzumab mafodotin,
D0NC1Q,AMG 172,
D0L7LC,Romidepsin,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C
D0ES1Q,Temsirolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC
D0H7XL,OSI-027,COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)O)N
D0K3QS,Everolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
D05LQX,BOL-303259-X,C1C(C(C(C1O)CC=CCCCC(=O)OCCCCO[N+](=O)[O-])CCC(CCC2=CC=CC=C2)O)O
D0XT5Q,AGS-16C3F,
D01ZRI,Axitinib,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
D0N8JG,FolateImmune,C1=CC(=CC=C1C(=O)N(CCNC(=S)NC2=CC3=C(C=C2)C4(C5=C(C=C(C=C5)O)OC6=C4C=CC(=C6)O)OC3=O)C(CCC(=O)N)C(=O)O)NCC7=CN=C8C(=N7)C(=O)NC(=N8)N
D07JEW,Human coagulation factor X,
D0C2PH,CCT301-59 (targeting ROR2),
D0RA9C,CCT301-38 (targeting ROR2),
D0T7OI,Anti-LAG3,
D04GPZ,Hyaluronidase (ovine),
D0A5FM,Nitric Oxide,[N]=O
DNM9C4,ALN-RSV01,
D81KMY,Neupro,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O
D0R2NE,Entacapone+levodopa+carbidopa,
D04XEO,ChelASE,
D07AVU,PMID28621580-Compound-WO2015089220C70,
D0IR8J,INDUS-815C,
D0B9FW,Idarucizumab,
D05LKP,Sulfadiazine,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
D02RQT,Tenidap,C1=CSC(=C1)C(=O)C2=C(N(C3=C2C=C(C=C3)Cl)C(=O)N)O
D05VVX,PTC299,COC1=CC=C(C=C1)C2C3=C(CCN2C(=O)OC4=CC=C(C=C4)Cl)C5=C(N3)C=CC(=C5)Cl
D09SCI,SKF-104351,C1CC2=NC(=C(N2C1)C3=CC=NC=C3)C4=CC=C(C=C4)F
D0H0IA,WY-28342,CC1=CC=C(C=C1)C(C2=NC3=C(CCCCC3)C=C2C)O
D0L6VH,BF-389,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C2CCON(C2=O)C
D0L8RG,CI-986,CC(C)(C)C1=CC(=CC(=C1[O-])C(C)(C)C)C2=NNC(=S)S2.C[N+](C)(C)CCO
D0X8VV,Flobufen,CC(CC(=O)C1=CC=C(C=C1)C2=C(C=C(C=C2)F)F)C(=O)O
D0S1UZ,PD-360324,
D09ZWH,LX2931,CC(=NO)C1=NC=C(N1)C(C(C(CO)O)O)O
D04YNI,WY-48989,C1=CC=C(C=C1)N2C=C3C(=NC4=C(C3=N2)C=CC(=C4)Cl)CCNC5=CC=C(C=C5)C#N
D0Z2FB,Piclamilast,COC1=C(C=C(C=C1)C(=O)NC2=C(C=NC=C2Cl)Cl)OC3CCCC3
D0YA0N,BR3-Fc,
D0V0NL,Aminoguanidine,C(=NN)(N)N
D08RDD,PF-06823859,
D03XYW,Fenoprofen,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
D0M9DC,Oxaprozin,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
D00NXT,Xmab 5871,
D0I1BQ,IL-18BP,
D0HT2X,CNT0-1959,
D04XJM,R1295,CC1=CC=C(C=C1)OCC(=O)O
D0Y7IC,Baricitinib,CCS(=O)(=O)N1CC(C1)(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
DH0A6O,A223,
D0MW3H,CIPEMASTAT,CC1(C(=O)N(C(=O)N1C)CC(C(CC2CCCC2)C(=O)N3CCCCC3)C(=O)NO)C
D05TZJ,Ankinara,
D07GIB,AZD5672,CCN(C1CCN(CC1)CCC(C2CCN(CC2)S(=O)(=O)C)C3=CC(=CC(=C3)F)F)C(=O)CC4=CC=C(C=C4)S(=O)(=O)C
D04ZLG,IDEC-151,
D07KFB,Varespladib methyl,CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)OC)C(=O)C(=O)N
D0V9ND,MCP-1,
D04VGR,PMID27998201-Compound-9,CC(C)CC(C(=O)N(C)N(C)C#N)NC(=O)C1=CC=CC(=C1)C2=CC=C(C=C2)C3=CC=CC=C3
D07BIK,VEL-0230,CC(C)CC(COCC(C)C)NC(=O)C1C(O1)C(=O)[O-].[Na+]
D0GG7L,BMS-986104,CCCCCCC1CCC2=C(C1)C=CC(=C2)C3CCC(C3)(CO)N
D0I2RB,ONO-4641,CCCC1=CC(=C(C=C1)COC2=CC3=C(C=C2)C(=C(CC3)CN4CC(C4)C(=O)O)C)OC
D0N8AB,PF-4629991,
D07PRH,DE-098,
D06HNO,MEDI4920,
D0C8NG,BI 655064,
D05PTT,ROSMARINIC ACID,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
D0EZ9C,CTLA-4-XTEN,
D05ILZ,NN8209,
D0MT7W,NN8210,
D07YNM,NN8765,
D05VTN,CCX-354,COC1=C(C=CC(=C1)N2CCN(CC2)C(=O)CN3C4=C(C=CC=N4)C(=N3)C5=NC=CN5)Cl
D0KF6X,MLN3897,
D0Q2BB,AVE1701,
D0UX2V,BMS-817399,CC(C)C(C(=O)N1CCC(C(C1)(C)C)(C2=CC=C(C=C2)Cl)O)NC(=O)NCC(C)(C)O
D0X2PQ,IX207-887,COC1=CC2=CC=CC=C2C(=CC(=O)O)C3=C1SC=C3
D02OTK,CH-4051,C=C(CC(C(=O)O)NC(=O)C1=CC=C(C=C1)CCC2=CC3=C(C=C2)N=C(N=C3N)N)C(=O)O
D06PHH,Rimacalib,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C3=NOC(=C3)N=C(N)N4CCOCC4
D04VCF,ADR58,
D04DQO,ABBV-257,
D04GTA,Pegsunercept,
D05RTF,AME-527,
D06FMO,ABP 501,
D08KCK,ART621,
D09FSG,Golimumab,
D0CA0P,Certolizumab,
D0D9HZ,PF-06438179,
D0K5KS,Adalimumab,
D0Q9ZD,Camobucol,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)OCC(=O)O)C(C)(C)C
D0Y0FZ,PF-05230905,
D0Y8TZ,PF-06410293,
D1ROU2,IA-14069,
D08YWY,SCH-900117,
D0A7NZ,CNTO-6785,
D04QWQ,VX-509,CCC(C)(C(=O)NCC(F)(F)F)NC1=NC(=NC=C1)C2=CNC3=C2C=CC=N3
D06EIC,ASP-015K,C1C2CC3CC(C2)(CC1C3NC4=C5C=CNC5=NC=C4C(=O)N)O
D0EG1I,Tofacitinib,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N
D03FVR,GSK-1827771,
D0W7VG,AMG 108,C1=C(C2=C(N1)C(=O)N=CN2)C3C(C(C(N3)CO)O)O
D03FUO,GDC-0834,CC1=C(C=CC=C1NC(=O)C2=CC3=C(S2)CCCC3)C4=CN(C(=O)C(=N4)NC5=CC=C(C=C5)C6C(=O)N(CCN6C)C)C
D08AOZ,BMS-986142,CC1=C(C=CC=C1N2C(=O)C3=C(C(=CC=C3)F)N(C2=O)C)C4=C(C=C(C5=C4C6=C(N5)CC(CC6)C(C)(C)O)C(=O)N)F
D0VS3U,TAK-020,
DE3VU1,Branebrutinib,CC#CC(=O)NC1CCCN(C1)C2=C(C=C(C3=C2C(=C(N3)C)C)C(=O)N)F
DTF20P,HM71224,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC4=C(C(=N3)OC5=CC=CC(=C5)NC(=O)C=C)OC=C4
DW5R6Y,SR1555,CC(=O)N1CCN(CC1)CC2=CC=C(C=C2)C3=CC=C(C=C3)C(C(F)(F)F)(C(F)(F)F)O
D0D4JI,SR-31747,CCN(CC=CC1=CC(=C(C=C1)C2CCCCC2)Cl)C3CCCCC3.Cl
D04VBF,JNJ-38518168,CC1=CC(=C2C(=C1)NC(=N2)C3=CN=C(N=C3C)NCCCC4CCN(CC4)C)C
D0Z5IU,Sulindac,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
D0X8RS,RG6125,
D06NPB,GLPG-0259,CC(C)N1CC2CC1CN2C3=CC=C(C=C3)NC4=NC=C(N5C4=NC=N5)C6=COC(=C6)C(=O)N
D0SZ1G,AZD9567,CC(C)C(C(C1=CC=CC=C1)OC2=CC3=C(C=C2)N(N=C3)C4=CN(C(=O)C=C4)C)NC(=O)C(C)(F)F
D07OGR,YM-26734,CCCCCCCCCCCC(=O)C1=C(C(=C(C(=C1O)C2CC(OC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O)O)C(=O)CCCCCCCCCCC)O
D0D3KY,SC-106,C#CC(CC(=O)O)NC(=O)CNC(=O)C1=CC(=CC=C1)N=C(N)N
D0B5VA,SAN-300,
D00NUG,Olokizumab,
D07IVS,Gerilimzumab,
D07TCS,CDP-6038,
D0DT8Y,MEDI5117,
D0OX9Q,NOX-200,CC(CC1=CNC2=CC=CC=C21)(C(=O)O)N
D00XNC,CAT-2200,
D0HG5M,Apratastat,CC1(C(N(CCS1)S(=O)(=O)C2=CC=C(C=C2)OCC#CCO)C(=O)NO)C
D03KWN,AZD-6703,CC1=C(C=C(C=C1)C(=O)NC2CC2)N3C=NC4=C(C3=O)C=C(C=C4)N5CCN(CC5)C
D08CQE,AVE-9940,
D0O6ZO,TAK-715,CCC1=NC(=C(S1)C2=CC(=NC=C2)NC(=O)C3=CC=CC=C3)C4=CC=CC(=C4)C
D0Y6ZK,IB-MECA,CNC(=O)C1C(C(C(O1)N2C=NC3=C(N=CN=C32)NCC4=CC(=CC=C4)I)O)O
D01DTQ,PXS-2076,
D03CHE,PF-251802,
D0IT2G,Dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
D0OS8C,NCX-1015,CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC=C(C=C4)CO[N+](=O)O)O)CCC5=CC(=O)C=CC35C)O
D03GII,SR-26831,CC(C)(C)C(=O)OC1=CC2=C(S1)CC[N+](C2)(CC3=CC=CC=C3Cl)O
DW24LQ,CLIK-148,CN(C)C(=O)C(CC1=CC=CC=C1)NC(=O)C2C(O2)C(=O)NCCC3=CC=CC=N3
DYU3I8,CLIK-181,CC(=O)NC1=CC=C(C=C1)CCNC(=O)C2C(O2)C(=O)NC(CC3=CC=CC=C3)C(=O)N(C)C
D0TD2G,Canakinumab,
D0V3HC,Anti-CD40-XTEN,
D3NSU0,KPL-404,
DPDI65,Dazodalibep,
D08YHB,BIIB 023,
D5S7JL,ODN-1411,
D08XVR,Baminercept,
D0EW4L,Abatacept,
D0E5GY,RO-319790,CC(C)CC(CC(=O)NO)C(=O)NC(C(=O)NC)C(C)(C)C
D0J0KT,RhuDex,
