target_id,pathway_name
T82078,Amoebiasis
T82078,Tuberculosis
T82078,Hepatitis B
T82078,Measles
T82078,Herpes simplex infection
T82078,Proteoglycans in cancer
T82078,Inflammatory bowel disease (IBD)
T82078,Rheumatoid arthritis
T88806,Phagosome
T88806,PI3K-Akt signaling pathway
T88806,Focal adhesion
T88806,ECM-receptor interaction
T88806,Hematopoietic cell lineage
T88806,Regulation of actin cytoskeleton
T88806,Bacterial invasion of epithelial cells
T88806,Shigellosis
T88806,Pertussis
T88806,Proteoglycans in cancer
T88806,MicroRNAs in cancer
T88806,Hypertrophic cardiomyopathy (HCM)
T88806,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T88806,Dilated cardiomyopathy
T90648,MAPK signaling pathway
T90648,ErbB signaling pathway
T90648,Rap1 signaling pathway
T90648,cAMP signaling pathway
T90648,Chemokine signaling pathway
T90648,FoxO signaling pathway
T90648,mTOR signaling pathway
T90648,Vascular smooth muscle contraction
T90648,Focal adhesion
T90648,Natural killer cell mediated cytotoxicity
T90648,Long-term potentiation
T90648,Neurotrophin signaling pathway
T90648,Serotonergic synapse
T90648,Long-term depression
T90648,Regulation of actin cytoskeleton
T90648,Insulin signaling pathway
T90648,Progesterone-mediated oocyte maturation
T90648,Alcoholism
T90648,Hepatitis C
T90648,Pathways in cancer
T90648,Proteoglycans in cancer
T90648,Colorectal cancer
T90648,Renal cell carcinoma
T90648,Pancreatic cancer
T90648,Endometrial cancer
T90648,Glioma
T90648,Prostate cancer
T90648,Thyroid cancer
T90648,Melanoma
T90648,Bladder cancer
T90648,Chronic myeloid leukemia
T90648,Acute myeloid leukemia
T90648,Non-small cell lung cancer
T97035,Tyrosine metabolism
T97035,Riboflavin metabolism
T97035,Metabolic pathways
T97035,Melanogenesis
T99031,
T99089,MAPK signaling pathway
T99089,ErbB signaling pathway
T99089,Rap1 signaling pathway
T99089,cAMP signaling pathway
T99089,Chemokine signaling pathway
T99089,FoxO signaling pathway
T99089,mTOR signaling pathway
T99089,Vascular smooth muscle contraction
T99089,Focal adhesion
T99089,Natural killer cell mediated cytotoxicity
T99089,Long-term potentiation
T99089,Neurotrophin signaling pathway
T99089,Serotonergic synapse
T99089,Long-term depression
T99089,Regulation of actin cytoskeleton
T99089,Insulin signaling pathway
T99089,Progesterone-mediated oocyte maturation
T99089,Alcoholism
T99089,Hepatitis C
T99089,Pathways in cancer
T99089,Proteoglycans in cancer
T99089,Colorectal cancer
T99089,Renal cell carcinoma
T99089,Pancreatic cancer
T99089,Endometrial cancer
T99089,Glioma
T99089,Prostate cancer
T99089,Thyroid cancer
T99089,Melanoma
T99089,Bladder cancer
T99089,Chronic myeloid leukemia
T99089,Acute myeloid leukemia
T99089,Non-small cell lung cancer
T77158,
T10670,Neuroactive ligand-receptor interaction
T14908,Sphingolipid metabolism
T14908,Metabolic pathways
T49040,
T84173,Other glycan degradation
T84173,Sphingolipid metabolism
T84173,Metabolic pathways
T84173,Lysosome
T86273,
T92124,Cytokine-cytokine receptor interaction
T32262,Neuroactive ligand-receptor interaction
T32262,Vascular smooth muscle contraction
T34949,MAPK signaling pathway
T34949,Calcium signaling pathway
T34949,Synaptic vesicle cycle
T34949,Retrograde endocannabinoid signaling
T34949,Glutamatergic synapse
T34949,Cholinergic synapse
T34949,Serotonergic synapse
T34949,GABAergic synapse
T34949,Dopaminergic synapse
T34949,Long-term depression
T34949,Taste transduction
T34949,Type II diabetes mellitus
T34949,Morphine addiction
T34949,Nicotine addiction
T55285,Neuroactive ligand-receptor interaction
T78656,cAMP signaling pathway
T78656,Neuroactive ligand-receptor interaction
T78656,Serotonergic synapse
T92185,
T72915,
T92653,
T02677,Hippo signaling pathway
T02677,Hepatitis B
T02677,Pathways in cancer
T02677,Colorectal cancer
T07279,Acute myeloid leukemia
T13017,
T14592,MAPK signaling pathway
T14592,Cytokine-cytokine receptor interaction
T14592,p53 signaling pathway
T14592,Apoptosis
T14592,Natural killer cell mediated cytotoxicity
T14592,TNF signaling pathway
T14592,Non-alcoholic fatty liver disease (NAFLD)
T14592,Type I diabetes mellitus
T14592,Alzheimer's disease
T14592,Chagas disease (American trypanosomiasis)
T14592,African trypanosomiasis
T14592,Hepatitis B
T14592,Measles
T14592,Influenza A
T14592,Herpes simplex infection
T14592,Pathways in cancer
T14592,Proteoglycans in cancer
T14592,Autoimmune thyroid disease
T14592,Allograft rejection
T14592,Graft-versus-host disease
T17980,Sphingolipid signaling pathway
T17980,Axon guidance
T17980,Osteoclast differentiation
T17980,Focal adhesion
T17980,Adherens junction
T17980,Platelet activation
T17980,Natural killer cell mediated cytotoxicity
T17980,T cell receptor signaling pathway
T17980,Fc epsilon RI signaling pathway
T17980,Cholinergic synapse
T17980,Prion diseases
T17980,Pathogenic Escherichia coli infection
T17980,Measles
T17980,Viral myocarditis
T21395,
T22274,Alcoholism
T22274,Viral carcinogenesis
T23519,
T23666,
T31989,Sphingolipid metabolism
T31989,Metabolic pathways
T31989,Calcium signaling pathway
T31989,Sphingolipid signaling pathway
T31989,VEGF signaling pathway
T31989,Fc gamma R-mediated phagocytosis
T31989,Tuberculosis
T32335,
T32720,
T51499,
T57361,
T77350,
T77515,
T86271,
T90695,
T97740,
T98052,
T99394,
T02808,Cytokine-cytokine receptor interaction
T02808,PI3K-Akt signaling pathway
T02808,Osteoclast differentiation
T02808,Toll-like receptor signaling pathway
T02808,RIG-I-like receptor signaling pathway
T02808,Cytosolic DNA-sensing pathway
T02808,Jak-STAT signaling pathway
T02808,Natural killer cell mediated cytotoxicity
T02808,Chagas disease (American trypanosomiasis)
T02808,Tuberculosis
T02808,Hepatitis C
T02808,Hepatitis B
T02808,Measles
T02808,Influenza A
T02808,Herpes simplex infection
T05643,
T08856,
T17248,
T30687,Neuroactive ligand-receptor interaction
T32282,Cytokine-cytokine receptor interaction
T32282,Neuroactive ligand-receptor interaction
T32282,PI3K-Akt signaling pathway
T32282,Jak-STAT signaling pathway
T32282,Prolactin signaling pathway
T35232,Cytokine-cytokine receptor interaction
T35232,PI3K-Akt signaling pathway
T35232,Jak-STAT signaling pathway
T35232,Hematopoietic cell lineage
T40787,Cysteine and methionine metabolism
T40787,Metabolic pathways
T49578,
T50089,Sphingolipid signaling pathway
T50089,Neuroactive ligand-receptor interaction
T50823,Axon guidance
T54761,
T70532,
T76630,
T78892,PI3K-Akt signaling pathway
T78892,Focal adhesion
T78892,ECM-receptor interaction
T78892,Cell adhesion molecules (CAMs)
T78892,Hematopoietic cell lineage
T78892,Leukocyte transendothelial migration
T78892,Intestinal immune network for IgA production
T78892,Regulation of actin cytoskeleton
T78892,Leishmaniasis
T78892,Hypertrophic cardiomyopathy (HCM)
T78892,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T78892,Dilated cardiomyopathy
T83198,
T83611,
T86702,TNF signaling pathway
T86702,Transcriptional misregulation in cancer
T86702,Rheumatoid arthritis
T87259,
T95498,
T96627,Cytokine-cytokine receptor interaction
T96627,Chemokine signaling pathway
T96627,NF-kappa B signaling pathway
T96627,NOD-like receptor signaling pathway
T96627,TNF signaling pathway
T96627,Salmonella infection
T96627,Legionellosis
T97353,
T97617,
T99313,TGF-beta signaling pathway
T99313,Axon guidance
T39321,Glycolysis / Gluconeogenesis
T39321,Metabolic pathways
T39321,Biosynthesis of antibiotics
T39321,Carbon metabolism
T39321,Biosynthesis of amino acids
T39321,HIF-1 signaling pathway
T39321,Alzheimer's disease
T87749,
T02546,
T24835,
T43025,
T53242,
T59554,
T74203,Glycerolipid metabolism
T74203,Metabolic pathways
T81503,
T01447,
T21669,Glutathione metabolism
T21669,Metabolism of xenobiotics by cytochrome P450
T21669,Drug metabolism - cytochrome P450
T21669,Pathways in cancer
T21669,Chemical carcinogenesis
T21669,Prostate cancer
T82240,Phagosome
T82240,Osteoclast differentiation
T82240,Natural killer cell mediated cytotoxicity
T82240,Fc gamma R-mediated phagocytosis
T82240,Leishmaniasis
T82240,Staphylococcus aureus infection
T82240,Tuberculosis
T82240,Systemic lupus erythematosus
T92076,
T93995,
T04388,
T11911,
T34204,
T93798,
T15882,
T36483,Rap1 signaling pathway
T36483,Calcium signaling pathway
T36483,cAMP signaling pathway
T36483,Neuroactive ligand-receptor interaction
T36483,Endocytosis
T36483,PI3K-Akt signaling pathway
T36483,Complement and coagulation cascades
T36483,Platelet activation
T36483,Regulation of actin cytoskeleton
T36483,Pathways in cancer
T99379,Cytokine-cytokine receptor interaction
T99379,Jak-STAT signaling pathway
T99379,Hematopoietic cell lineage
T84457,
T00477,
T14875,
T50973,
T52910,
T56588,
T72595,
T76024,Complement and coagulation cascades
T76024,Pertussis
T76024,Staphylococcus aureus infection
T76024,Systemic lupus erythematosus
T19615,Cytokine-cytokine receptor interaction
T19615,PI3K-Akt signaling pathway
T19615,Jak-STAT signaling pathway
T19615,Hematopoietic cell lineage
T19615,Malaria
T20563,
T23953,
T25419,
T59480,
T85507,
T02333,Cytokine-cytokine receptor interaction
T02333,Neuroactive ligand-receptor interaction
T02333,PI3K-Akt signaling pathway
T02333,Jak-STAT signaling pathway
T05034,"Alanine, aspartate and glutamate metabolism"
T05034,Cysteine and methionine metabolism
T05034,Arginine and proline metabolism
T05034,Tyrosine metabolism
T05034,Phenylalanine metabolism
T05034,"Phenylalanine, tyrosine and tryptophan biosynthesis"
T05034,Metabolic pathways
T05034,Biosynthesis of antibiotics
T05034,Carbon metabolism
T05034,2-Oxocarboxylic acid metabolism
T05034,Biosynthesis of amino acids
T05034,Fat digestion and absorption
T08922,Fatty acid biosynthesis
T08922,Pyruvate metabolism
T08922,Propanoate metabolism
T08922,Metabolic pathways
T08922,Fatty acid metabolism
T08922,AMPK signaling pathway
T08922,Insulin signaling pathway
T08922,Adipocytokine signaling pathway
T08922,Glucagon signaling pathway
T10445,
T16688,Glycerolipid metabolism
T16688,Retinol metabolism
T16688,Metabolic pathways
T16688,Fat digestion and absorption
T20973,Axon guidance
T20973,Alzheimer's disease
T20973,Cocaine addiction
T21782,DNA replication
T21782,Base excision repair
T21782,Nucleotide excision repair
T21782,Mismatch repair
T21782,Cell cycle
T21782,Hepatitis B
T21782,HTLV-I infection
T24127,
T26428,
T27288,
T27944,Neuroactive ligand-receptor interaction
T30383,
T35303,
T41515,MAPK signaling pathway
T41515,Ras signaling pathway
T41515,Rap1 signaling pathway
T41515,Endocytosis
T41515,PI3K-Akt signaling pathway
T41515,Signaling pathways regulating pluripotency of stem cells
T41515,Regulation of actin cytoskeleton
T41750,cAMP signaling pathway
T41750,Neuroactive ligand-receptor interaction
T44919,cAMP signaling pathway
T44919,Neuroactive ligand-receptor interaction
T44919,Thermogenesis
T44919,Insulin secretion
T44919,Glucagon signaling pathway
T45228,
T47215,
T49064,Glycerolipid metabolism
T49064,Metabolic pathways
T49064,Fat digestion and absorption
T52937,Adipocytokine signaling pathway
T55689,cAMP signaling pathway
T55689,AMPK signaling pathway
T55689,Insulin signaling pathway
T56269,
T56625,
T60182,Neuroactive ligand-receptor interaction
T60182,Glucagon signaling pathway
T61033,Cytokine-cytokine receptor interaction
T61033,Jak-STAT signaling pathway
T63245,
T69146,
T75596,
T76846,Neuroactive ligand-receptor interaction
T84560,
T87166,Glycolysis / Gluconeogenesis
T87166,Galactose metabolism
T87166,Starch and sucrose metabolism
T87166,Amino sugar and nucleotide sugar metabolism
T87166,Butirosin and neomycin biosynthesis
T87166,Metabolic pathways
T87166,Biosynthesis of antibiotics
T87166,Carbon metabolism
T87166,Insulin signaling pathway
T87166,Insulin secretion
T87166,Prolactin signaling pathway
T87166,Glucagon signaling pathway
T87166,Type II diabetes mellitus
T87166,Maturity onset diabetes of the young
T87166,Central carbon metabolism in cancer
T88729,PPAR signaling pathway
T88729,Huntington's disease
T90935,Steroid biosynthesis
T90935,Metabolic pathways
T97413,
T38161,
T16047,
T32972,Steroid biosynthesis
T32972,Metabolic pathways
T09937,
T33425,MAPK signaling pathway
T33425,ErbB signaling pathway
T33425,Ras signaling pathway
T33425,Rap1 signaling pathway
T33425,Cytokine-cytokine receptor interaction
T33425,HIF-1 signaling pathway
T33425,FoxO signaling pathway
T33425,Endocytosis
T33425,PI3K-Akt signaling pathway
T33425,Focal adhesion
T33425,Gap junction
T33425,Regulation of actin cytoskeleton
T33425,Hepatitis C
T33425,Pathways in cancer
T33425,Pancreatic cancer
T33425,Endometrial cancer
T33425,Glioma
T33425,Prostate cancer
T33425,Melanoma
T33425,Bladder cancer
T33425,Non-small cell lung cancer
T33425,Choline metabolism in cancer
T38159,
T62763,MAPK signaling pathway
T62763,Ras signaling pathway
T62763,Rap1 signaling pathway
T62763,PI3K-Akt signaling pathway
T62763,Regulation of actin cytoskeleton
T62763,Pathways in cancer
T62763,Melanoma
T63174,
T80942,
T93105,Wnt signaling pathway
T93105,Notch signaling pathway
T93105,Neurotrophin signaling pathway
T93105,Alzheimer's disease
T98896,
T99204,Notch signaling pathway
T99204,Neurotrophin signaling pathway
T99204,Alzheimer's disease
T85529,Cell adhesion molecules (CAMs)
T85529,T cell receptor signaling pathway
T85529,Intestinal immune network for IgA production
T85529,Type I diabetes mellitus
T85529,Measles
T85529,Autoimmune thyroid disease
T85529,Systemic lupus erythematosus
T85529,Rheumatoid arthritis
T85529,Allograft rejection
T85529,Graft-versus-host disease
T85529,Viral myocarditis
T95212,
T10988,Cytokine-cytokine receptor interaction
T15068,ErbB signaling pathway
T15068,Chemokine signaling pathway
T15068,PI3K-Akt signaling pathway
T15068,Axon guidance
T15068,VEGF signaling pathway
T15068,Focal adhesion
T15068,Leukocyte transendothelial migration
T15068,Regulation of actin cytoskeleton
T15068,Bacterial invasion of epithelial cells
T15068,Amoebiasis
T15068,Pathways in cancer
T15068,Transcriptional misregulation in cancer
T15068,Proteoglycans in cancer
T15068,Small cell lung cancer
T17514,
T30495,
T38087,
T39231,
T40812,Base excision repair
T40812,Apoptosis
T40812,Necroptosis
T42974,
T63164,
T64721,
T65116,Purine metabolism
T65116,Pyrimidine metabolism
T65116,Nicotinate and nicotinamide metabolism
T65116,Metabolic pathways
T69991,Cell cycle
T78319,ECM-receptor interaction
T78319,Hematopoietic cell lineage
T78319,Shigellosis
T78319,Epstein-Barr virus infection
T78319,Proteoglycans in cancer
T78319,MicroRNAs in cancer
T81830,
T83192,Cytokine-cytokine receptor interaction
T83192,Jak-STAT signaling pathway
T86014,Sphingolipid metabolism
T86014,Metabolic pathways
T86014,Calcium signaling pathway
T86014,Sphingolipid signaling pathway
T86014,VEGF signaling pathway
T86014,Fc gamma R-mediated phagocytosis
T86014,Tuberculosis
T95371,Cytokine-cytokine receptor interaction
T95371,PI3K-Akt signaling pathway
T95371,Osteoclast differentiation
T95371,Toll-like receptor signaling pathway
T95371,Jak-STAT signaling pathway
T95371,Natural killer cell mediated cytotoxicity
T95371,Hepatitis C
T95371,Hepatitis B
T95371,Measles
T95371,Influenza A
T95371,Herpes simplex infection
T96299,
T97553,
T98798,
T02728,Calcium signaling pathway
T02728,Neuroactive ligand-receptor interaction
T15497,Calcium signaling pathway
T15497,Neuroactive ligand-receptor interaction
T15497,Pathways in cancer
T20578,Purine metabolism
T20578,Morphine addiction
T30802,Dopaminergic synapse
T32348,
T34296,
T39523,Purine metabolism
T39523,Morphine addiction
T41955,Inflammatory mediator regulation of TRP channels
T55094,Inflammatory mediator regulation of TRP channels
T58496,Inflammatory mediator regulation of TRP channels
T59122,
T65889,
T73495,Neuroactive ligand-receptor interaction
T73495,Glutamatergic synapse
T73676,ECM-receptor interaction
T74483,Cholinergic synapse
T76904,Steroid hormone biosynthesis
T76904,Tyrosine metabolism
T76904,Metabolic pathways
T76904,Dopaminergic synapse
T84040,Inflammatory mediator regulation of TRP channels
T89147,FoxO signaling pathway
T89147,Peroxisome
T89147,Huntington's disease
T91661,Purine metabolism
T91661,Metabolic pathways
T92042,
T95947,Inflammatory mediator regulation of TRP channels
T03046,
T13075,
T13741,
T20210,
T38301,Purine metabolism
T38301,Pyrimidine metabolism
T38301,Glutathione metabolism
T38301,Metabolic pathways
T38301,p53 signaling pathway
T44684,Dorso-ventral axis formation
T44684,Notch signaling pathway
T44684,Thyroid hormone signaling pathway
T44684,MicroRNAs in cancer
T50444,Hippo signaling pathway
T52037,Phagosome
T52037,Toll-like receptor signaling pathway
T52037,Chagas disease (American trypanosomiasis)
T52037,Tuberculosis
T52389,Ubiquinone and other terpenoid-quinone biosynthesis
T56362,Choline metabolism in cancer
T59463,
T71039,
T74363,
T78277,
T85042,
T87109,
T88656,Dorso-ventral axis formation
T88656,Notch signaling pathway
T88656,Thyroid hormone signaling pathway
T88656,MicroRNAs in cancer
T95616,
T96747,
T39677,
T98708,
T87831,Rap1 signaling pathway
T87831,Neuroactive ligand-receptor interaction
T87831,Staphylococcus aureus infection
