target_id,disease_name,target_disease_approval_status
T23003,Ovarian cancer,Phase 2
T25258,Ovarian cancer,Discontinued in Phase 2
T26226,Ovarian cancer,Phase 1
T28484,Ovarian cancer,Phase 2
T30418,Ovarian cancer,Phase 2
T30495,Ovarian cancer,Phase 1
T31072,Ovarian cancer,Phase 2
T31309,Ovarian cancer,Phase 2
T31946,Ovarian cancer,Phase 2
T34867,Ovarian cancer,Approved
T37434,Ovarian cancer,Phase 1
T37693,Ovarian cancer,Investigative
T38087,Ovarian cancer,Phase 2
T39231,Ovarian cancer,Phase 2
T40474,Ovarian cancer,Phase 2
T40812,Ovarian cancer,Phase 2
T42974,Ovarian cancer,Phase 3
T43189,Ovarian cancer,Phase 3
T43415,Ovarian cancer,Phase 3
T44141,Ovarian cancer,Phase 3
T45758,Ovarian cancer,Phase 1
T47101,Ovarian cancer,Phase 2
T51883,Ovarian cancer,Phase 2
T52624,Ovarian cancer,Phase 2
T54644,Ovarian cancer,Withdrawn from market
T55273,Ovarian cancer,Phase 1
T55860,Ovarian cancer,Phase 1
T56697,Ovarian cancer,Phase 2
T59631,Ovarian cancer,Phase 2
T60345,Ovarian cancer,Phase 1/2
T61698,Ovarian cancer,Phase 1/2
T62449,Ovarian cancer,Phase 2
T63164,Ovarian cancer,Phase 1
T63204,Ovarian cancer,Phase 1/2
T64721,Ovarian cancer,Phase 2
T65116,Ovarian cancer,Phase 2
T65755,Ovarian cancer,Phase 2
T65868,Ovarian cancer,Investigative
T66505,Ovarian cancer,Phase 1
T67619,Ovarian cancer,Phase 1
T67805,Ovarian cancer,Phase 1
T68251,Ovarian cancer,Discontinued in Phase 3
T68517,Ovarian cancer,Phase 2
T68536,Ovarian cancer,Phase 2
T68547,Ovarian cancer,Phase 2
T69991,Ovarian cancer,Phase 2
T70977,Ovarian cancer,Patented
T71536,Ovarian cancer,Phase 3
T72702,Ovarian cancer,Phase 2
T74312,Ovarian cancer,Phase 2
T76093,Ovarian cancer,Phase 1
T76685,Ovarian cancer,Investigative
T76910,Ovarian cancer,Patented
T78319,Ovarian cancer,Phase 2
T80975,Ovarian cancer,Phase 2
T81830,Ovarian cancer,Phase 1
T82277,Ovarian cancer,Phase 2
T82383,Ovarian cancer,Phase 2
T82494,Ovarian cancer,Phase 1/2
T83059,Ovarian cancer,Phase 2
T83192,Ovarian cancer,Phase 1/2
T83386,Ovarian cancer,Approved
T84726,Ovarian cancer,Phase 1
T85529,Ovarian cancer,Phase 1/2
T85554,Ovarian cancer,Phase 2
T85943,Ovarian cancer,Phase 3
T86014,Ovarian cancer,Phase 1/2
T86052,Ovarian cancer,Phase 2
T86552,Ovarian cancer,Phase 3
T86836,Ovarian cancer,Approved
T87108,Ovarian cancer,Phase 1/2
T89697,Ovarian cancer,Phase 1
T95371,Ovarian cancer,Phase 2
T95385,Ovarian cancer,Phase 2
T96144,Ovarian cancer,Phase 2
T96299,Ovarian cancer,Phase 1
T97553,Ovarian cancer,Phase 2
T97766,Ovarian cancer,Phase 1/2
T98798,Ovarian cancer,Phase 3
T99948,Ovarian cancer,Phase 3
T00140,Pain,Phase 1
T00884,Pain,Approved
T01777,Pain,Phase 2
T02546,Pain,Investigative
T02703,Pain,Phase 2
T02728,Pain,Terminated
T03403,Pain,Approved
T05031,Pain,Phase 1
T05409,Pain,Discontinued in Phase 2
T07173,Pain,Preclinical
T07806,Pain,Terminated
T10822,Pain,Investigative
T11211,Pain,Discontinued in Phase 2
T11388,Pain,Phase 1
T11448,Pain,Phase 2
T11754,Pain,Phase 1
T12119,Pain,Phase 2
T14342,Pain,Investigative
T15497,Pain,Discontinued in Phase 2
T17140,Pain,Investigative
T17569,Pain,Phase 1
T18876,Pain,Phase 2
T20251,Pain,Phase 2
T20578,Pain,Discontinued in Phase 1
T21945,Pain,Approved
T22118,Pain,Discontinued in Phase 2
T22658,Pain,Approved
T23547,Pain,Approved
T23714,Pain,Terminated
T26220,Pain,Discontinued in Phase 2
T26623,Pain,Investigative
T27137,Pain,Preclinical
T27812,Pain,Approved
T28722,Pain,Discontinued in Phase 1
T29303,Pain,Approved
T29500,Pain,Approved
T30082,Pain,Phase 1
T30802,Pain,Discontinued in Phase 2
T30985,Pain,Terminated
T31424,Pain,Approved
T32247,Pain,Phase 3
T32348,Pain,Phase 2
T34123,Pain,Terminated
T34296,Pain,Clinical trial
T34624,Pain,Phase 2
T37693,Pain,Phase 2
T38338,Pain,Approved
T39523,Pain,Discontinued in Phase 1
T39716,Pain,Approved
T41580,Pain,Phase 2
T41955,Pain,Phase 1
T42446,Pain,Investigative
T43115,Pain,Terminated
T43739,Pain,Phase 2
T45993,Pain,Discontinued in Phase 2
T46360,Pain,Phase 1
T47077,Pain,Discontinued in Phase 2
T47094,Pain,Phase 2
T47768,Pain,Approved
T48069,Pain,Phase 1
T49898,Pain,Investigative
T50942,Pain,Investigative
T51282,Pain,Investigative
T52790,Pain,Terminated
T52921,Pain,Discontinued in Phase 2
T53381,Pain,Phase 2
T53585,Pain,Approved
T54128,Pain,Terminated
T54132,Pain,Preclinical
T54644,Pain,Phase 2
T55094,Pain,Phase 1
T56923,Pain,Approved
T58496,Pain,Phase 2
T58589,Pain,Investigative
T58992,Pain,Approved
T59122,Pain,Approved
T59679,Pain,Investigative
T60529,Pain,Approved
T60693,Pain,Approved
T62306,Pain,Phase 2
T62841,Pain,Patented
T63414,Pain,Phase 2
T63512,Pain,Patented
T63967,Pain,Discontinued in Phase 2
T64765,Pain,Discontinued in Phase 2
T65864,Pain,Investigative
T65889,Pain,Phase 2
T66665,Pain,Approved
T67162,Pain,Approved
T68290,Pain,Phase 1
T68782,Pain,Investigative
T69494,Pain,Approved
T70067,Pain,Discontinued in Phase 2
T73495,Pain,Phase 2
T73676,Pain,Phase 3
T74483,Pain,Preclinical
T75243,Pain,Phase 1
T75440,Pain,Terminated
T76685,Pain,Discontinued in Phase 2
T76904,Pain,Discontinued in Phase 2
T76937,Pain,Investigative
T77365,Pain,Discontinued in Phase 2
T77796,Pain,Phase 3
T77913,Pain,Discontinued in Phase 2
T78111,Pain,Discontinued in Phase 1
T78709,Pain,Terminated
T79798,Pain,Phase 2
T82266,Pain,Investigative
T83193,Pain,Phase 3
T83813,Pain,Approved
T84040,Pain,Investigative
T84316,Pain,Discontinued in Phase 2
T85435,Pain,Phase 2
T85467,Pain,Investigative
T85670,Pain,Phase 3
T89147,Pain,Phase 2
T89534,Pain,Discontinued in Phase 3
T91661,Pain,Terminated
T92042,Pain,Phase 2
T92609,Pain,Phase 2
T93566,Pain,Discontinued in Phase 2
T95913,Pain,Phase 1
T95947,Pain,Investigative
T99727,Pain,Phase 2
T99799,Pain,Approved
T03046,Pancreatic cancer,Phase 2
T03917,Pancreatic cancer,Phase 2
T07173,Pancreatic cancer,Phase 1
T08391,Pancreatic cancer,Phase 3
T09092,Pancreatic cancer,Phase 3
T13075,Pancreatic cancer,Preclinical
T13127,Pancreatic cancer,Phase 1/2
T13741,Pancreatic cancer,Phase 2
T14597,Pancreatic cancer,Phase 2
T15068,Pancreatic cancer,Phase 1
T15739,Pancreatic cancer,Phase 2
T16601,Pancreatic cancer,Phase 2
T18779,Pancreatic cancer,Phase 3
T20210,Pancreatic cancer,Terminated
T20333,Pancreatic cancer,Phase 2
T23276,Pancreatic cancer,Phase 1
T23953,Pancreatic cancer,Phase 2
T25005,Pancreatic cancer,Phase 3
T28330,Pancreatic cancer,Discontinued in Phase 2
T29130,Pancreatic cancer,Phase 3
T29815,Pancreatic cancer,Phase 2
T30081,Pancreatic cancer,Phase 3
T30418,Pancreatic cancer,Phase 3
T31072,Pancreatic cancer,Phase 1
T31309,Pancreatic cancer,Phase 3
T32060,Pancreatic cancer,Phase 2
T34867,Pancreatic cancer,Phase 3
T35486,Pancreatic cancer,Phase 2
T37434,Pancreatic cancer,Phase 1
T38301,Pancreatic cancer,Phase 2
T40694,Pancreatic cancer,Discontinued in Phase 1
T43189,Pancreatic cancer,Discontinued in Phase 3
T43415,Pancreatic cancer,Phase 3
T44684,Pancreatic cancer,Phase 2
T44771,Pancreatic cancer,Phase 2/3
T45674,Pancreatic cancer,Preclinical
T46360,Pancreatic cancer,Preclinical
T46456,Pancreatic cancer,Phase 1
T47381,Pancreatic cancer,Phase 1
T47863,Pancreatic cancer,Phase 1/2
T48069,Pancreatic cancer,Phase 2
T48429,Pancreatic cancer,Phase 1
T50444,Pancreatic cancer,Phase 2
T52037,Pancreatic cancer,Phase 1/2
T52389,Pancreatic cancer,Phase 2
T52450,Pancreatic cancer,Phase 3
T53389,Pancreatic cancer,Phase 1
T53524,Pancreatic cancer,Patented
T56362,Pancreatic cancer,Phase 1
T56365,Pancreatic cancer,Phase 1
T58970,Pancreatic cancer,Phase 1
T59328,Pancreatic cancer,Phase 3
T59463,Pancreatic cancer,Phase 2
T59626,Pancreatic cancer,Discontinued in Phase 2
T59631,Pancreatic cancer,Phase 1/2
T60636,Pancreatic cancer,Phase 3
T62449,Pancreatic cancer,Phase 2
T62460,Pancreatic cancer,Phase 3
T63966,Pancreatic cancer,Phase 2
T64795,Pancreatic cancer,Approved
T64969,Pancreatic cancer,Phase 1
T65116,Pancreatic cancer,Phase 1
T65883,Pancreatic cancer,Phase 2
T66665,Pancreatic cancer,Discontinued in Phase 2
T67162,Pancreatic cancer,Phase 2
T67619,Pancreatic cancer,Phase 2
T67805,Pancreatic cancer,Phase 1
T68251,Pancreatic cancer,Phase 3
T68536,Pancreatic cancer,Phase 3
T71039,Pancreatic cancer,Phase 2
T71164,Pancreatic cancer,Phase 1
T72702,Pancreatic cancer,Phase 1
T73215,Pancreatic cancer,Phase 1
T73475,Pancreatic cancer,Phase 3
T73756,Pancreatic cancer,Phase 1
T74002,Pancreatic cancer,Phase 2
T74363,Pancreatic cancer,Phase 3
T75243,Pancreatic cancer,Phase 2
T78277,Pancreatic cancer,Phase 1
T82078,Pancreatic cancer,Phase 1/2
T83797,Pancreatic cancer,Phase 2
T85042,Pancreatic cancer,Phase 1/2
T85943,Pancreatic cancer,Phase 3
T86052,Pancreatic cancer,Phase 3
T86350,Pancreatic cancer,Phase 2
T86528,Pancreatic cancer,Phase 1/2
T86836,Pancreatic cancer,Approved
T87108,Pancreatic cancer,Phase 2
T87109,Pancreatic cancer,Preclinical
T88304,Pancreatic cancer,Phase 2
T88656,Pancreatic cancer,Phase 2
T89697,Pancreatic cancer,Phase 2
T93662,Pancreatic cancer,Phase 2
T95289,Pancreatic cancer,Phase 1
T95616,Pancreatic cancer,Phase 1/2
T96079,Pancreatic cancer,Phase 2
T96144,Pancreatic cancer,Phase 2
T96747,Pancreatic cancer,Phase 3
T97257,Pancreatic cancer,Phase 1
T98913,Pancreatic cancer,Phase 1
T98917,Pancreatic cancer,Phase 3
T99340,Pancreatic cancer,Phase 1/2
T99566,Pancreatic cancer,Phase 2/3
T99948,Pancreatic cancer,Phase 2
T99989,Pancreatic cancer,Preclinical
T05849,Pancreatic malfunction,Phase 2
T28330,Pancreatic malfunction,Phase 2
T39677,Pancreatic malfunction,Investigative
T61484,Pancreatic malfunction,NDA filed
T86918,Pancreatic malfunction,NDA filed
T94309,Pancreatic malfunction,NDA filed
T20178,Pancreatitis,Approved
T20297,Pancreatitis,Approved
T32060,Pancreatitis,Terminated
T50973,Pancreatitis,Phase 1
T55689,Pancreatitis,Clinical trial
T61746,Pancreatitis,Patented
T79961,Pancreatitis,Approved
T28722,Panic disorder,Investigative
T69494,Panic disorder,Phase 1
T09538,Parasitic infection,Approved
T98708,Parathyroid disease,Terminated
T01777,Peptic ulcer,Discontinued in Preregistration
T09130,Peptic ulcer,Approved
T28893,Peptic ulcer,Approved
T30985,Peptic ulcer,Approved
T46185,Peptic ulcer,Approved
T46360,Peptic ulcer,Discontinued in Phase 2
T51666,Peptic ulcer,Approved
T57361,Peptic ulcer,Approved
T67684,Peptic ulcer,Approved
T79961,Peptic ulcer,Approved
T87831,Peptic ulcer,Phase 3
T92687,Peptic ulcer,Approved
T96413,Periodontal disease,Phase 2
T96760,Periodontal disease,Phase 2
T83797,Peripheral Ischemic Ulcers,Phase 2
T05938,Peritoneal cancer,Phase 1
T06273,Peritoneal cancer,Approved
T22350,Peritoneal cancer,Phase 2
T87108,Peritoneal cancer,Phase 2
T95385,Peritoneal cancer,Phase 2
T54128,Pervasive developmental disorder,Phase 2/3
T04321,Phlegmy cough,Phase 3
T40332,Phlegmy cough,Discontinued in Phase 3
T99948,Pleomorphic sarcoma,Phase 2
T87108,Pleural mesothelioma,Phase 1
T96257,Pneumococcal infection,Phase 2
T02702,Pneumonia,Phase 2
T04321,Pneumonia,Phase 2
T17345,Pneumonia,Phase 2
T20178,Pneumonia,Phase 2
T22348,Pneumonia,Approved
T40696,Pneumonia,Phase 3
T47077,Pneumonia,Phase 2
T52534,Pneumonia,Phase 2
T62094,Pneumonia,Approved
T88338,Pneumonia,Approved
T66237,Polyuria,Approved
T01777,Post-traumatic stress disorder,Phase 3
T32060,Post-traumatic stress disorder,Phase 3
T59679,Post-traumatic stress disorder,Phase 2
T69494,Post-traumatic stress disorder,Phase 2/3
T74937,Post-traumatic stress disorder,Phase 2
T78709,Post-traumatic stress disorder,Preclinical
T79232,Post-traumatic stress disorder,Phase 2
T92609,Post-traumatic stress disorder,Preclinical
T52790,Postoperative ileus,Phase 1/2
T59604,Postoperative ileus,Phase 1/2
T03403,Postoperative inflammation,Approved
T60529,Postoperative inflammation,Approved
T29303,Postpartum haemorrhage,Approved
T67162,Postpartum haemorrhage,Approved
T84486,Postpartum haemorrhage,Approved
T56365,Precursor B-lymphoblastic neoplasm,Phase 2
T00176,Prostate cancer,Phase 1
T01908,Prostate cancer,Phase 1
T03634,Prostate cancer,Phase 1
T05031,Prostate cancer,Phase 1
T06273,Prostate cancer,Phase 2
T07063,Prostate cancer,Phase 1
T07303,Prostate cancer,Phase 2
T07374,Prostate cancer,Phase 1
T09058,Prostate cancer,Phase 3
T11211,Prostate cancer,Approved
T11253,Prostate cancer,Investigative
T11451,Prostate cancer,Phase 3
T12475,Prostate cancer,Approved
T14597,Prostate cancer,Approved
T14755,Prostate cancer,Phase 1
T15000,Prostate cancer,Phase 2
T15855,Prostate cancer,Phase 1/2
T15894,Prostate cancer,Phase 1
T18872,Prostate cancer,Phase 2
T18950,Prostate cancer,Approved
T18972,Prostate cancer,Phase 1
T19229,Prostate cancer,Investigative
T21334,Prostate cancer,Phase 3
T23145,Prostate cancer,Phase 1/2
T23499,Prostate cancer,Phase 2
T23953,Prostate cancer,Phase 1/2
T25265,Prostate cancer,Phase 1/2
T25956,Prostate cancer,Phase 1
T26203,Prostate cancer,Phase 2
T26240,Prostate cancer,Approved
T27265,Prostate cancer,Approved
T29999,Prostate cancer,Phase 2
T30081,Prostate cancer,Phase 1
T30687,Prostate cancer,Phase 2
T31309,Prostate cancer,Phase 2
T33489,Prostate cancer,Phase 1
T34234,Prostate cancer,Phase 2
T34867,Prostate cancer,Phase 3
T35465,Prostate cancer,Investigative
T35486,Prostate cancer,Investigative
T36935,Prostate cancer,Phase 3
T37693,Prostate cancer,Patented
T38431,Prostate cancer,Phase 3
T39123,Prostate cancer,Discontinued in Phase 1
T40556,Prostate cancer,Phase 1
T40694,Prostate cancer,Phase 2
T41963,Prostate cancer,Phase 1
T42048,Prostate cancer,Phase 1
T44916,Prostate cancer,Phase 1
T45612,Prostate cancer,Phase 2
T45674,Prostate cancer,Preclinical
T46084,Prostate cancer,Phase 1
T46360,Prostate cancer,Preclinical
T46456,Prostate cancer,Phase 1
T46521,Prostate cancer,Phase 1/2
T46781,Prostate cancer,Phase 2
T47610,Prostate cancer,Phase 1
T47863,Prostate cancer,Phase 1/2
T51407,Prostate cancer,Phase 1/2
T52450,Prostate cancer,Discontinued in Phase 3
T53524,Prostate cancer,Patented
T54519,Prostate cancer,Phase 1
T56362,Prostate cancer,Phase 1
T56697,Prostate cancer,Phase 1/2
T58998,Prostate cancer,Phase 2
T59626,Prostate cancer,Discontinued in Phase 1
T59631,Prostate cancer,Phase 2
T60213,Prostate cancer,Investigative
T60345,Prostate cancer,Phase 1/2
T60857,Prostate cancer,Phase 1/2
T60930,Prostate cancer,Phase 1/2
T61698,Prostate cancer,Preclinical
T62151,Prostate cancer,Patented
T64682,Prostate cancer,Investigative
T66252,Prostate cancer,Phase 1/2
T66693,Prostate cancer,Phase 1
T67363,Prostate cancer,Phase 2
T67619,Prostate cancer,Phase 3
T68251,Prostate cancer,Discontinued in Phase 3
T68517,Prostate cancer,Phase 2
T70201,Prostate cancer,Phase 1
T71164,Prostate cancer,Phase 1
T73475,Prostate cancer,Discontinued in Phase 3
T74002,Prostate cancer,Phase 1
T75243,Prostate cancer,Phase 2
T76685,Prostate cancer,Patented
T77365,Prostate cancer,Phase 2
T77664,Prostate cancer,Preclinical
T77764,Prostate cancer,Phase 2
T78114,Prostate cancer,Phase 1/2
T80011,Prostate cancer,Phase 2
T80276,Prostate cancer,Phase 2
T80896,Prostate cancer,Phase 2
T81443,Prostate cancer,Phase 3
T81735,Prostate cancer,Investigative
T81774,Prostate cancer,Phase 2
T82078,Prostate cancer,Phase 3
T83011,Prostate cancer,Patented
T83875,Prostate cancer,Patented
T85529,Prostate cancer,Phase 1/2
T85799,Prostate cancer,Phase 1
T86052,Prostate cancer,Phase 1
T86399,Prostate cancer,Phase 1
T86836,Prostate cancer,Approved
T87075,Prostate cancer,Phase 1
T87675,Prostate cancer,Phase 2
T87871,Prostate cancer,Phase 1
T89041,Prostate cancer,Approved
T89534,Prostate cancer,Phase 2
T89697,Prostate cancer,Phase 2
T90572,Prostate cancer,Phase 1/2
T91286,Prostate cancer,Phase 1
T92124,Prostate cancer,Phase 1
T92609,Prostate cancer,Phase 3
T93283,Prostate cancer,Phase 2
T94444,Prostate cancer,Phase 2
T95289,Prostate cancer,Phase 1
T95899,Prostate cancer,Phase 3
T95913,Prostate cancer,Investigative
T96916,Prostate cancer,Phase 1/2
T97071,Prostate cancer,Approved
T97592,Prostate cancer,Phase 2
T99566,Prostate cancer,Phase 2
T99948,Prostate cancer,Phase 3
T01777,Prostate disease,Discontinued in Phase 2
T12475,Prostate disease,Phase 2
T13260,Prostate disease,Discontinued in Phase 2
T27265,Prostate disease,Phase 2
T34234,Prostate disease,Phase 1
T53381,Prostate disease,Discontinued in Phase 2
T70309,Prostate disease,Phase 2
T92609,Prostate disease,Discontinued in Phase 2
T98917,Prostate disease,Approved
T11211,Prostate hyperplasia,Phase 4
T12475,Prostate hyperplasia,Discontinued in Phase 2
T36935,Prostate hyperplasia,Phase 3
T46521,Prostate hyperplasia,Phase 4
T53381,Prostate hyperplasia,Approved
T80896,Prostate hyperplasia,Phase 2
T92609,Prostate hyperplasia,Approved
T99935,Prostate hyperplasia,Terminated
T00140,Pruritus,Discontinued in Phase 2
T07173,Pruritus,Phase 2
T10735,Pruritus,Phase 1
T23172,Pruritus,Phase 1
T24982,Pruritus,Approved
T31479,Pruritus,Discontinued in Phase 2
T47768,Pruritus,Approved
T51076,Pruritus,Patented
T60693,Pruritus,Approved
T76059,Pruritus,Phase 2
T77913,Pruritus,Approved
T78567,Pruritus,Phase 1
T84703,Pruritus,Patented
T95446,Pruritus,Terminated
T09538,Pseudoxanthoma elasticum,Phase 2
T63194,Pseudoxanthoma elasticum,Phase 1/2
T47941,Psoriasis,Approved
T47941,Psoriasis,Phase 2
T04894,Psoriatic arthritis,Phase 1
T06093,Psoriatic arthritis,Phase 1
T06542,Psoriatic arthritis,Phase 2
T06841,Psoriatic arthritis,Phase 3
T20178,Psoriatic arthritis,Phase 2
T21307,Psoriatic arthritis,Phase 2
T21865,Psoriatic arthritis,Phase 2
T22095,Psoriatic arthritis,Phase 3
T22839,Psoriatic arthritis,Phase 3
T23761,Psoriatic arthritis,Phase 3
T31072,Psoriatic arthritis,Phase 3
T32578,Psoriatic arthritis,Phase 2
T34867,Psoriatic arthritis,Phase 3
T40332,Psoriatic arthritis,Phase 3
T62460,Psoriatic arthritis,Phase 3
T76914,Psoriatic arthritis,Phase 1
T78932,Psoriatic arthritis,Phase 2
T02551,Psychotic disorder,Discontinued in Phase 2
T02719,Psychotic disorder,Phase 2
T07806,Psychotic disorder,Approved
T22118,Psychotic disorder,Phase 1/2
T23547,Psychotic disorder,Terminated
T24983,Psychotic disorder,Phase 2
T29683,Psychotic disorder,Discontinued in Phase 1
T31204,Psychotic disorder,Approved
T32060,Psychotic disorder,Phase 1
T46360,Psychotic disorder,Discontinued in Phase 3
T62820,Psychotic disorder,Phase 2
T67162,Psychotic disorder,Approved
T69685,Psychotic disorder,Phase 2
T75984,Psychotic disorder,Approved
T76685,Psychotic disorder,Discontinued in Phase 2
T78709,Psychotic disorder,Phase 2
T78915,Psychotic disorder,Phase 2
T83813,Psychotic disorder,Phase 2
T85435,Psychotic disorder,Phase 4
T85605,Psychotic disorder,Terminated
T40332,Pulmonary disease,Investigative
T53389,Pulmonary disease,Investigative
T59626,Pulmonary disease,Phase 2
T69619,Pulmonary disease,Investigative
T03818,Pulmonary hypertension,Phase 2
T06046,Pulmonary hypertension,Phase 1
T12966,Pulmonary hypertension,Phase 2
T23499,Pulmonary hypertension,Approved
T67162,Pulmonary hypertension,Approved
T99954,Pulmonary hypertension,Approved
T13852,Pyoderma gangrenosum,Phase 2
T16340,Pyoderma gangrenosum,Phase 2
T22839,Pyoderma gangrenosum,Phase 3
T40332,Pyoderma gangrenosum,Phase 3
T77365,Radionuclide imaging,Approved
T01232,Renal cell carcinoma,Phase 2
T03500,Renal cell carcinoma,Phase 1
T06421,Renal cell carcinoma,Approved
T07303,Renal cell carcinoma,Approved
T09092,Renal cell carcinoma,Phase 1
T09826,Renal cell carcinoma,Phase 2
T11451,Renal cell carcinoma,Phase 2
T17986,Renal cell carcinoma,Phase 1
T19579,Renal cell carcinoma,Phase 1/2
T21123,Renal cell carcinoma,Phase 3
T21960,Renal cell carcinoma,Phase 2
T22350,Renal cell carcinoma,Phase 2
T25265,Renal cell carcinoma,Phase 1
T28484,Renal cell carcinoma,Phase 2
T30563,Renal cell carcinoma,Phase 1
T40474,Renal cell carcinoma,Phase 3
T41003,Renal cell carcinoma,Phase 1
T44141,Renal cell carcinoma,Phase 2
T52624,Renal cell carcinoma,Approved
T54156,Renal cell carcinoma,Phase 1
T57700,Renal cell carcinoma,Approved
T59102,Renal cell carcinoma,Approved
T59328,Renal cell carcinoma,Approved
T59626,Renal cell carcinoma,Phase 1
