drug_id,disease_name,disease_specific_drug_approval_status
D05ETC,Non-small-cell lung cancer,Phase 1/2
D05UFG,Non-small-cell lung cancer,Approved
D06WRJ,Non-small-cell lung cancer,Registered
D06XXH,Non-small-cell lung cancer,Approved
D07POC,Non-small-cell lung cancer,Approved
D09BKY,Non-small-cell lung cancer,Phase 3
D0CR8H,Non-small-cell lung cancer,Phase 2
D0D0YK,Non-small-cell lung cancer,Investigative
D0FJ1W,Non-small-cell lung cancer,Phase 3
D0K7FY,Non-small-cell lung cancer,Phase 3
D0M4AV,Non-small-cell lung cancer,Phase 3
D0O8GK,Non-small-cell lung cancer,Approved
D0T5JS,Non-small-cell lung cancer,Phase 2
D0X7BN,Non-small-cell lung cancer,Phase 1
D68RMI,Non-small-cell lung cancer,Phase 1
DDH8L6,Non-small-cell lung cancer,Phase 3
DF0PR6,Non-small-cell lung cancer,Phase 1/2
DUW81M,Non-small-cell lung cancer,Phase 2
DWQ6J1,Non-small-cell lung cancer,Phase 1/2
D0R7LD,Non-small-cell lung cancer,Approved
D0R7LD,Non-small-cell lung cancer,Phase 3
D37IQM,Non-small-cell lung cancer,Phase 3
DUQV41,Non-small-cell lung cancer,Approved
DUQV41,Non-small-cell lung cancer,Phase 3
D00GOV,Non-small-cell lung cancer,Approved
D0PG5O,Non-small-cell lung cancer,Phase 3
DNI7E3,Non-small-cell lung cancer,Phase 2
DX30BA,Non-small-cell lung cancer,Phase 1
DZMO76,Non-small-cell lung cancer,Phase 2
D7FPZ4,Non-small-cell lung cancer,Phase 1
D7QHV6,Non-small-cell lung cancer,Phase 1
DOY4E6,Non-small-cell lung cancer,Phase 1
DM38KC,Non-small-cell lung cancer,Phase 1
D05ADP,Non-small-cell lung cancer,Phase 2
D5TH2B,Non-small-cell lung cancer,Phase 1
D7UIZ1,Non-small-cell lung cancer,Phase 1/2
DZW53X,Non-small-cell lung cancer,Phase 2
D00YPR,Non-small-cell lung cancer,Phase 2
D0GM6E,Non-small-cell lung cancer,Phase 1
D0HN7I,Non-small-cell lung cancer,Phase 2
D0R0FO,Non-small-cell lung cancer,Application submitted
DN3Z5D,Non-small-cell lung cancer,Phase 2
DN3Z5D,Non-small-cell lung cancer,Phase 1/2
D9UZ5Q,Non-small-cell lung cancer,Phase 2
DX6O9V,Non-small-cell lung cancer,Phase 1/2
DUVH60,Non-small-cell lung cancer,Phase 1/2
D02MUA,Non-small-cell lung cancer,Phase 3
D2KVG4,Non-small-cell lung cancer,Phase 3
D8F6PB,Non-small-cell lung cancer,Phase 3
DYH3Q6,Non-small-cell lung cancer,Phase 3
D1A7OP,Non-small-cell lung cancer,Phase 1
D0YM2K,Non-small-cell lung cancer,Approved
D17URP,Non-small-cell lung cancer,Phase 1
D3MP1S,Non-small-cell lung cancer,Phase 3
DDZ48Y,Non-small-cell lung cancer,Approved in China
D0G8SQ,Nutritional deficiency,Approved
D03DVJ,Obesity,Approved
D0I3XA,Obesity,Investigative
D0O7XO,Obesity,Discontinued in Phase 2
D0N5CW,Obesity,Phase 2
D0U5NW,Obesity,Terminated
D06DPS,Obesity,Preclinical
D0W4OZ,Obesity,Preclinical
D01OKS,Obesity,Discontinued in Phase 3
D01KMW,Obesity,Phase 1
D05SUA,Obesity,Terminated
D05VGS,Obesity,Terminated
D0A3CL,Obesity,Phase 1
D0D7EK,Obesity,Investigative
D0K6NS,Obesity,Preclinical
D0N1AS,Obesity,Discontinued in Phase 1
D0TV4N,Obesity,Preclinical
D0U0YR,Obesity,Preclinical
D0X4MC,Obesity,Discontinued in Phase 1
D01VWD,Obesity,Phase 2
D0Y1VZ,Obesity,Discontinued in Phase 2
D03WMK,Obesity,Discontinued in Phase 1
D07SWU,Obesity,Discontinued in Phase 2
D08MCT,Obesity,Preclinical
D0S2LQ,Obesity,Discontinued in Phase 2
DV7JX1,Obesity,Preclinical
D0TU7V,Obesity,Phase 2
D0O3QW,Obesity,Phase 1
D07MXA,Obesity,Investigative
D0EY0A,Obesity,Phase 1
D0U5NY,Obesity,Discontinued in Phase 1
D02KLD,Obesity,Phase 1
D03ZPX,Obesity,Phase 1
D09CHX,Obesity,Investigative
D07CLV,Obesity,Phase 1
D06GZW,Obesity,Investigative
D08HUB,Obesity,Investigative
D0D1PQ,Obesity,Investigative
D02NMO,Obesity,Preclinical
D05ALG,Obesity,Investigative
D0E2KT,Obesity,Discontinued in Phase 1
D0I3TS,Obesity,Preclinical
D0I5HE,Obesity,Preclinical
D0K4NZ,Obesity,Discontinued in Phase 2
D0MV3Q,Obesity,Discontinued in Phase 1
D0W7UO,Obesity,Discontinued in Phase 3
D0WS1V,Obesity,Preclinical
D02PQB,Obesity,Phase 3
D01TMQ,Obesity,Phase 3
D04PXS,Obesity,Phase 3
D08KVZ,Obesity,Approved
D0B7OD,Obesity,Approved
D0H8QL,Obesity,Approved
D0M2MC,Obesity,Approved
D0U0RZ,Obesity,Approved
D08CJM,Obesity,Phase 2
D00AQY,Obesity,Preclinical
D00ZNP,Obesity,Discontinued in Phase 2
D0F9SG,Obesity,Withdrawn from market
D01ZXW,Obesity,Discontinued in Phase 2
D02PSZ,Obesity,Preclinical
D03JIH,Obesity,Discontinued in Phase 1
D08GNX,Obesity,Preclinical
D09IJP,Obesity,Preclinical
D0A1VL,Obesity,Preclinical
D0C8ZD,Obesity,Terminated
D0F6CT,Obesity,Discontinued in Phase 2
D0T3EV,Obesity,Discontinued in Phase 1
D0T7CM,Obesity,Discontinued in Phase 1
D0W9ZY,Obesity,Discontinued in Phase 2
D09GFL,Obesity,Investigative
D0T6SU,Obesity,Approved
D09AGG,Obesity,Phase 2
D0K8KX,Obesity,Approved
D0H4TC,Obesity,Discontinued in Phase 2
D93YJK,Obesity,Phase 1
D2OEG6,Obesity,Phase 1
D7FL3H,Obesity,Preclinical
D0DG9F,Obesity,Phase 1/2
D03GOI,Obesity,Phase 2
D0FW0B,Obesity,Preclinical
D53BVX,Obesity,Phase 1
D5V1CL,Obesity,Phase 1
DG7N3W,Obesity,Phase 3
DI9P5G,Obesity,Phase 3
DK1MX0,Obesity,Phase 3
DM61KY,Obesity,Phase 2
DO78YZ,Obesity,Phase 3
DQO46V,Obesity,Phase 1
DR76TW,Obesity,Phase 2
D01PVV,Obesity,Phase 1
D03OSG,Obesity,Phase 2/3
D0C3GW,Obesity,Investigative
D0SL8T,Obesity,Phase 2
DF58YX,Obesity,Phase 2
D0VA4Y,Obesity,Phase 3
D0I2XM,Obesity,Phase 1
D09PCL,Obesity,Phase 2
D0YY8N,Obesity,Patented
D06JVU,Obesity,Terminated
D03YVO,Obesity,Preclinical
D0C2QF,Obesity,Preclinical
D0G1YO,Obesity,Phase 1
D0X6SZ,Obesity,Preclinical
D04NRB,Obesity,Phase 3
D00MIX,Obesity,Preclinical
D03VGW,Obesity,Preclinical
D04DZE,Obesity,Terminated
D06UKG,Obesity,Phase 2
D07WHS,Obesity,Phase 2
D08SIR,Obesity,Preclinical
D09PYV,Obesity,Phase 2
D0D1FC,Obesity,Phase 2
D0E8CZ,Obesity,Preclinical
D0MT5C,Obesity,Preclinical
D0U7HL,Obesity,Phase 2
D0PX8I,Obesity,Phase 2
D0T8QY,Obesity,Investigative
D03OFF,Obesity,Investigative
D08KVK,Obesity,Discontinued in Phase 1/2
D0E7PZ,Obesity,Investigative
D0T8YK,Obesity,Preclinical
D0C2HI,Obesity,Phase 1
DJ3M0Q,Obesity,Phase 1
D0J6XO,Obesity,Investigative
D0V4XA,Obesity,Investigative
D0O1ZI,Obesity,Phase 1
D0T5UL,Obesity,Approved
D04LTQ,Obesity,Phase 2
D06SDP,Obesity,Preclinical
D0J9CF,Obesity,Preclinical
D0N0IQ,Obesity,Preclinical
D0YP7B,Obesity,Approved
D0E4VQ,Obesity,Phase 1
D00BXK,Obesity,Patented
D00GES,Obesity,Preclinical
D00TBI,Obesity,Patented
D00TMQ,Obesity,Patented
D00XDN,Obesity,Patented
D00XFT,Obesity,Patented
D01HJQ,Obesity,Patented
D01KJZ,Obesity,Patented
D01RIT,Obesity,Patented
D01WWN,Obesity,Patented
D01XVK,Obesity,Patented
D02NNZ,Obesity,Patented
D02OBW,Obesity,Patented
D02SNQ,Obesity,Patented
D02XYT,Obesity,Patented
D02ZVY,Obesity,Patented
D03FDN,Obesity,Patented
D03GLK,Obesity,Patented
D03HHD,Obesity,Patented
D03RTC,Obesity,Investigative
D03TDK,Obesity,Patented
D03WCJ,Obesity,Patented
D04BXA,Obesity,Patented
D04KUJ,Obesity,Patented
D04MPV,Obesity,Patented
D04QVK,Obesity,Patented
D04ZLC,Obesity,Patented
D05GDS,Obesity,Patented
D05NUN,Obesity,Patented
D05TQG,Obesity,Patented
D05VIN,Obesity,Patented
D06CEA,Obesity,Patented
D06FOF,Obesity,Patented
D06IPV,Obesity,Patented
D06MIW,Obesity,Patented
D06MPH,Obesity,Patented
D06STK,Obesity,Patented
D06TGE,Obesity,Discontinued in Phase 3
D07GJH,Obesity,Patented
D07NAA,Obesity,Patented
D07PIH,Obesity,Patented
D07PND,Obesity,Patented
D07QLD,Obesity,Patented
D07SYY,Obesity,Patented
D08RCV,Obesity,Patented
D08WTW,Obesity,Patented
D09IYH,Obesity,Patented
D09XUI,Obesity,Patented
D0A2PY,Obesity,Patented
D0A9OR,Obesity,Discontinued in Phase 2
D0AM1D,Obesity,Patented
D0B6NT,Obesity,Patented
D0BB2F,Obesity,Patented
D0BI0F,Obesity,Patented
D0C0KI,Obesity,Patented
D0C4TB,Obesity,Patented
D0CF8Y,Obesity,Patented
D0CW1J,Obesity,Patented
D0CX1F,Obesity,Patented
D0D1EI,Obesity,Patented
D0D3UI,Obesity,Phase 1
D0D5MQ,Obesity,Patented
D0D7AJ,Obesity,Patented
D0D7ZU,Obesity,Patented
D0DE0C,Obesity,Patented
D0DF6B,Obesity,Patented
D0EQ3O,Obesity,Patented
D0ET9U,Obesity,Patented
D0F0VY,Obesity,Patented
D0F1DK,Obesity,Patented
D0FC8P,Obesity,Patented
D0FR1Q,Obesity,Patented
D0FS0D,Obesity,Patented
D0FZ5R,Obesity,Patented
D0G8LH,Obesity,Patented
D0GH4B,Obesity,Patented
D0GW8L,Obesity,Patented
D0GX6V,Obesity,Patented
D0H1FL,Obesity,Discontinued in Phase 1
D0H1IX,Obesity,Patented
D0H2GT,Obesity,Patented
D0H4GB,Obesity,Preclinical
D0HD6C,Obesity,Patented
D0HD7S,Obesity,Patented
D0I0VJ,Obesity,Patented
D0I1VK,Obesity,Patented
D0I1XE,Obesity,Patented
D0I5SD,Obesity,Patented
D0IC3K,Obesity,Patented
D0IG6J,Obesity,Patented
D0J0AE,Obesity,Discontinued in Phase 3
D0J1TS,Obesity,Discontinued in Phase 2
D0J5NB,Obesity,Patented
D0J5XM,Obesity,Patented
D0J8GO,Obesity,Patented
D0JK3V,Obesity,Patented
D0JW7T,Obesity,Patented
D0K0DV,Obesity,Patented
D0K3FJ,Obesity,Patented
D0K6GI,Obesity,Patented
D0K7XA,Obesity,Patented
D0KD5X,Obesity,Patented
D0KT1Q,Obesity,Patented
D0KX2W,Obesity,Patented
D0KX8N,Obesity,Patented
D0L2MA,Obesity,Patented
D0LH9E,Obesity,Patented
D0LU7K,Obesity,Patented
D0LX2Y,Obesity,Patented
D0LZ1Z,Obesity,Patented
D0M2RT,Obesity,Patented
D0M6PB,Obesity,Patented
D0M9FZ,Obesity,Patented
D0N0XU,Obesity,Patented
D0N5SS,Obesity,Discontinued in Phase 1
D0N6GL,Obesity,Patented
D0NB2K,Obesity,Patented
D0NJ0S,Obesity,Patented
D0O3OS,Obesity,Approved
D0O4RN,Obesity,Patented
D0OT3G,Obesity,Patented
D0P7HQ,Obesity,Patented
D0P7LP,Obesity,Patented
D0P7QA,Obesity,Patented
D0PK0R,Obesity,Patented
D0Q5FS,Obesity,Patented
D0Q9AD,Obesity,Patented
D0QH5I,Obesity,Patented
D0R1PX,Obesity,Patented
D0R9PD,Obesity,Patented
D0RC5I,Obesity,Patented
D0RV2E,Obesity,Patented
D0S2ME,Obesity,Patented
D0S3RX,Obesity,Patented
D0S5NS,Obesity,Patented
D0SV6D,Obesity,Patented
D0SW2Q,Obesity,Patented
D0T0OQ,Obesity,Patented
D0T7QY,Obesity,Patented
D0T8VE,Obesity,Patented
D0T9TJ,Obesity,Approved
D0TI3Q,Obesity,Patented
D0TS3S,Obesity,Patented
D0TT0B,Obesity,Patented
D0U3VU,Obesity,Patented
D0U3YY,Obesity,Patented
D0U6PA,Obesity,Patented
D0UA6W,Obesity,Patented
D0V0UW,Obesity,Patented
D0V0YM,Obesity,Investigative
D0V5BV,Obesity,Patented
D0VB2M,Obesity,Patented
D0VH3H,Obesity,Phase 1
D0VL5E,Obesity,Patented
D0W3GL,Obesity,Phase 2
D0WK8I,Obesity,Patented
D0X7DZ,Obesity,Patented
D0Y6MH,Obesity,Phase 2
D0YN2I,Obesity,Patented
D0YW3K,Obesity,Patented
D0Z7EV,Obesity,Patented
D0Z8WF,Obesity,Patented
D0ZE8B,Obesity,Patented
D0ZY6C,Obesity,Patented
D08WOJ,Obesity,Phase 2
D09JXM,Obesity,Withdrawn from market
D09GQS,Obesity,Investigative
D01JMC,Obesity,Approved
D03TYJ,Obesity,Phase 2
D08QHX,Obesity,Phase 2
D0I5LM,Obesity,Discontinued in Phase 1
D0SZ8Q,Obesity,Investigative
D0U3EA,Obesity,Investigative
D09WNK,Obesity,Withdrawn from market
D0O9OC,Obesity,Phase 1
D0Q3UL,Obesity,Preclinical
D0R2CI,Obesity,Preclinical
D09VRZ,Obesity,Terminated
D04JSE,Obesity,Investigative
D0U8XW,Ocular cancer,Discontinued in Phase 2
D01ZOG,Ocular pain,Approved
DMF73Z,Oesophagogastric junction cancer,Phase 1/2
D0UA9J,Onchocerciasis,Phase 2
D05AWP,Onchocerciasis,Approved
D0YK9O,Opioid use disorder,Phase 1
D06ZHN,Oral mucositis,Phase 1
D09SBY,Oral mucositis,Investigative
D0IJ0F,Oral mucositis,Phase 2/3
D0O7GU,Oral mucositis,Approved
D0P4RA,Oral mucositis,Discontinued in Phase 2
D07QLG,Orthostatic hypotension,Approved
D02JKY,Orthostatic hypotension,Phase 1
D0B3HD,Orthostatic hypotension,Approved
D02XJY,Orthostatic hypotension,Approved
D0N1SU,Osteoarthritis,Discontinued in Phase 1
D02MBN,Osteoarthritis,Phase 3
D02IHW,Osteoarthritis,Approved
D0TG1H,Osteoarthritis,Approved
D0Z0PR,Osteoarthritis,Preclinical
D04PER,Osteoarthritis,Phase 2
D01WQQ,Osteoarthritis,Phase 2
D0F4QJ,Osteoarthritis,Investigative
D04DUH,Osteoarthritis,Phase 1
D05CJU,Osteoarthritis,Phase 2
D05ENJ,Osteoarthritis,Phase 2
D02LBK,Osteoarthritis,Phase 2
D07NSU,Osteoarthritis,Approved
D0G8BV,Osteoarthritis,Approved
D05ZIS,Osteoarthritis,Phase 2
D0R9HE,Osteoarthritis,Phase 1
D0DJ1B,Osteoarthritis,Approved
D0G2IC,Osteoarthritis,Preregistration
D0KG9M,Osteoarthritis,Patented
D4SE2H,Osteoarthritis,Phase 1
DVC36K,Osteoarthritis,Phase 1
D00RSK,Osteoarthritis,Discontinued in Phase 3
D05VLS,Osteoarthritis,Approved
D0L6DA,Osteoarthritis,Approved
D0W9WF,Osteoarthritis,Phase 1
D0Q1CD,Osteoarthritis,Discontinued in Phase 3
D0AE3U,Osteoarthritis,Phase 2
D08NES,Osteoarthritis,Discontinued in Phase 1
D05XJW,Osteoarthritis,Phase 1
D00BVS,Osteoarthritis,Phase 3
D0AD4Z,Osteoarthritis,Phase 3
D08ZKN,Osteoarthritis,Discontinued in Phase 2
D08OLR,Osteoarthritis,Investigative
D0C5NP,Osteoarthritis,Phase 1
D0MI1N,Osteoarthritis,Investigative
DXAI94,Osteosarcoma,Phase 1/2
D0M0XB,Osteosarcoma,Phase 2
D0UT7X,Osteosarcoma,Phase 2
D09DND,Osteosarcoma,Phase 1
D0QB7N,Osteosarcoma,Phase 1
D0R4UA,Osteosarcoma,Phase 2
D0T9JW,Osteosarcoma,Phase 1/2
D0U5HU,Osteosarcoma,Phase 2
D07DTM,Otitis externa,Phase 3
D00TPW,Otitis externa,Phase 3
D03KPZ,Otitis externa,Approved
D00BDC,Otitis media,Approved
D01ODU,Otitis media,Phase 3
D0J6TN,Otitis media,Discontinued in Phase 3
D0PK7J,Otitis media,Clinical trial
D0M1PR,Otitis media,Approved
D00KGB,Ovarian cancer,Phase 2/3
D04ZIZ,Ovarian cancer,Phase 1
D07HUW,Ovarian cancer,Phase 3
D0G9ZJ,Ovarian cancer,Discontinued in Phase 1
D0I0FA,Ovarian cancer,Phase 1
D0LA9K,Ovarian cancer,Phase 1/2
DT1R9E,Ovarian cancer,Phase 1/2
D09LSX,Ovarian cancer,Approved
D0F5TD,Ovarian cancer,Phase 2
DP48WE,Ovarian cancer,Phase 2
D0A8HN,Ovarian cancer,Phase 1
D0F3PU,Ovarian cancer,Phase 1
D06UWF,Ovarian cancer,Phase 1
D02CZK,Ovarian cancer,Phase 3
D02PMO,Ovarian cancer,Approved
D0H5IZ,Ovarian cancer,Phase 2
D0ND9T,Ovarian cancer,Phase 2
D0Q7FC,Ovarian cancer,Discontinued in Phase 2
D1I0LQ,Ovarian cancer,Phase 3
D00ZBZ,Ovarian cancer,Investigative
D0S4LV,Ovarian cancer,Phase 3
D08QZH,Ovarian cancer,Phase 1/2
D0Y1UO,Ovarian cancer,Phase 2
D03XTY,Ovarian cancer,Phase 2
D0G8CU,Ovarian cancer,Phase 1
D0K7DV,Ovarian cancer,Phase 2
D03YOS,Ovarian cancer,Phase 1/2
D0X6DC,Ovarian cancer,Phase 1
D03LRU,Ovarian cancer,Phase 1
D0OQ5H,Ovarian cancer,Investigative
D00IVN,Ovarian cancer,Phase 1
D04KBL,Ovarian cancer,Application submitted
D9NL3R,Ovarian cancer,Phase 3
DP7J0Z,Ovarian cancer,Phase 1
D00YQI,Ovarian cancer,Phase 2
D0M6BD,Ovarian cancer,Phase 2
D02VJY,Ovarian cancer,Discontinued in Phase 2
D0J1OG,Ovarian cancer,Phase 1
D0PW4N,Ovarian cancer,Phase 2
D0L9IA,Ovarian cancer,Discontinued in Phase 2
D0M1IN,Ovarian cancer,Phase 2
D40NQW,Ovarian cancer,Phase 1
DRT2P7,Ovarian cancer,Phase 2
D0C4RB,Ovarian cancer,Phase 2
D09HNV,Ovarian cancer,Phase 2
D00BMF,Ovarian cancer,Phase 3
D01SHZ,Ovarian cancer,Approved
D0D9IQ,Ovarian cancer,Phase 2
D0J9HW,Ovarian cancer,Approved
D0NA8B,Ovarian cancer,Phase 3
D0Q7UD,Ovarian cancer,Phase 3
D09HRH,Ovarian cancer,Phase 1
D0A3OE,Ovarian cancer,Phase 1/2
D0IQ6P,Ovarian cancer,Phase 2
DDRX30,Ovarian cancer,Phase 3
D05HBZ,Ovarian cancer,Phase 1
D07WPE,Ovarian cancer,Phase 3
D0MW0N,Ovarian cancer,Phase 3
DKUF26,Ovarian cancer,Phase 1
D0W8XT,Ovarian cancer,Withdrawn from market
D70SHJ,Ovarian cancer,Phase 1
DMF73Z,Ovarian cancer,Phase 2
D00GOV,Ovarian cancer,Phase 1/2
D08ANZ,Ovarian cancer,Phase 2
D01VWB,Ovarian cancer,Phase 1/2
D08UUL,Ovarian cancer,Phase 2
DISJ28,Ovarian cancer,Phase 1
D6SJ0B,Ovarian cancer,Phase 1/2
D0L9XF,Ovarian cancer,Phase 2
DFYL50,Ovarian cancer,Phase 2
D0M8FD,Ovarian cancer,Phase 2
D06EPF,Ovarian cancer,Investigative
D0W0SL,Ovarian cancer,Phase 1
D0X7CV,Ovarian cancer,Phase 1
D0JO9M,Ovarian cancer,Phase 1
D0Q1CD,Ovarian cancer,Discontinued in Phase 3
D0AX1N,Ovarian cancer,Phase 2
D02KKA,Ovarian cancer,Phase 2
D0A3MV,Ovarian cancer,Patented
D0V6OA,Ovarian cancer,Phase 3
D0A4GQ,Ovarian cancer,Phase 2
D0S4KJ,Ovarian cancer,Phase 1
D2C0DY,Ovarian cancer,Phase 2
D00YPR,Ovarian cancer,Phase 2
D0R0FO,Ovarian cancer,Phase 1
D09TCY,Ovarian cancer,Phase 2
DYI4L2,Ovarian cancer,Phase 2
D0TN1N,Ovarian cancer,Phase 1/2
D07GWZ,Ovarian cancer,Phase 1/2
D00BHL,Ovarian cancer,Phase 3
D02TJT,Ovarian cancer,Phase 3
D06XVN,Ovarian cancer,Phase 3
D0RP2W,Ovarian cancer,Approved
D10GPJ,Ovarian cancer,Phase 1
D0KV3M,Ovarian cancer,Phase 2
D0G2CG,Ovarian cancer,Phase 1/2
D09NFW,Ovarian cancer,Phase 2
D01HPY,Ovarian cancer,Phase 1/2
D02LPF,Ovarian cancer,Approved
D0X7HM,Ovarian cancer,Approved
D00YXG,Ovarian cancer,Phase 1/2
D02WSB,Ovarian cancer,Phase 1/2
D07YPB,Ovarian cancer,Phase 1
D0G4GY,Ovarian cancer,Phase 1
D0V7QW,Ovarian cancer,Phase 1
D8EIB7,Ovarian cancer,Phase 1
DJA64B,Ovarian cancer,Phase 1/2
DX6O9V,Ovarian cancer,Phase 1/2
D0G7MV,Ovarian cancer,Phase 1
D06TME,Ovarian cancer,Phase 2
D0OS7K,Ovarian cancer,Phase 2
D00NVM,Ovarian cancer,Phase 2
D0Z6AM,Ovarian cancer,Phase 1
D0QFD2,Ovarian cancer,Phase 3
DDL79K,Ovarian cancer,Phase 1/2
D0K7SX,Ovarian cancer,Phase 3
D0YM2K,Ovarian cancer,Phase 3
D0P3KA,Pain,Discontinued in Phase 2
D0Y4OI,Pain,Phase 1
D0R1QE,Pain,Approved
D0F2ML,Pain,Phase 2
D0U1NA,Pain,Discontinued in Phase 2
D0W5HA,Pain,Investigative
D0MJ2H,Pain,Phase 2
D03XUQ,Pain,Terminated
D03CFJ,Pain,Discontinued in Phase 2
D0E2CZ,Pain,Discontinued in Phase 2
D0GY5Z,Pain,Approved
D0N3UL,Pain,Approved
D0R4OI,Pain,Phase 3
D0SU1G,Pain,Withdrawn from market
D0U5QK,Pain,Approved
D0TU7B,Pain,Phase 1
D02HBW,Pain,Discontinued in Phase 2
D07SYN,Pain,Preclinical
D02ZPM,Pain,Terminated
D0VC0I,Pain,Investigative
D09IZX,Pain,Discontinued in Phase 2
D0S7UU,Pain,Investigative
D08KIB,Pain,Phase 1
D0MR9V,Pain,Patented
D0QM0D,Pain,Patented
D0KC5X,Pain,Terminated
D09GVB,Pain,Investigative
D0CR4Z,Pain,Phase 1
D00FSB,Pain,Phase 1
D04PER,Pain,Phase 2
D0BT0Z,Pain,Phase 1
D0G0ER,Pain,Investigative
D0M1OU,Pain,Investigative
D0PB0U,Pain,Phase 1
D0SD3E,Pain,Phase 1
D0XO1O,Pain,Phase 1
D0T6WN,Pain,Investigative
D0T2TK,Pain,Discontinued in Phase 2
D0X2OV,Pain,Terminated
D04TGU,Pain,Investigative
D00RNB,Pain,Phase 1
D00IQH,Pain,Phase 2
D07MKL,Pain,Phase 2
D0PZ4Y,Pain,Discontinued in Phase 1
D02JKY,Pain,Phase 2
D03PMB,Pain,Investigative
D08YCS,Pain,Investigative
D0FM7Z,Pain,Phase 1
D0KS0I,Pain,Investigative
D0BQ8M,Pain,Discontinued in Phase 2
D01YLF,Pain,Discontinued in Phase 2
D02JNX,Pain,Discontinued in Phase 2
D02NSF,Pain,Approved
D03KJV,Pain,Discontinued in Phase 2
D03YZJ,Pain,Phase 3
D04BCW,Pain,Approved
D04GLJ,Pain,Phase 2
D07ULK,Pain,Terminated
D0C8KY,Pain,Phase 1
D0D4PB,Pain,Approved
D0D8XG,Pain,Phase 2
D0H2NH,Pain,Investigative
D0K2OV,Pain,Phase 2
D0RW4F,Pain,Discontinued in Phase 2
D0T3HY,Pain,Approved
D0U9MR,Pain,Approved
D0W6DG,Pain,Approved
D0Y8GL,Pain,Terminated
D0YN4Y,Pain,Phase 1
D07OCC,Pain,Terminated
D09JXL,Pain,Discontinued in Phase 2
D03KOZ,Pain,Investigative
D06LYZ,Pain,Preclinical
D0Q7OA,Pain,Terminated
D0Z6IB,Pain,Phase 1
D04KZN,Pain,Discontinued in Phase 1
D04VIP,Pain,Discontinued in Phase 2
D06ORU,Pain,Approved
D0E8DK,Pain,Phase 2
D0I6AU,Pain,Phase 1
D0K4MU,Pain,Phase 2
D0V1NI,Pain,Terminated
D0P6UB,Pain,Approved
D08ZRR,Pain,Phase 1
D03RGO,Pain,Terminated
D00UYE,Pain,Approved
D02QCM,Pain,Phase 3
D01OIR,Pain,Phase 2
D0C4JX,Pain,Terminated
D0D9CO,Pain,Investigative
D0A4RF,Pain,Clinical trial
D02LBK,Pain,Phase 2
D03ACT,Pain,Discontinued in Phase 2
D06UIS,Pain,Phase 2
D07XGT,Pain,Terminated
D08TXL,Pain,Investigative
D09DSK,Pain,Investigative
D0Q7NB,Pain,Phase 2
D0Q8WG,Pain,Phase 1
D53QMP,Pain,Phase 2
DK3WQ5,Pain,Phase 1
D01NLB,Pain,Approved
D01UDS,Pain,Phase 2
D04BSZ,Pain,Terminated
D0T4YZ,Pain,Preclinical
D04QLR,Pain,Approved
D06LYG,Pain,Approved
D09NAW,Pain,Phase 1
D06NMP,Pain,Investigative
D0V4FP,Pain,Terminated
D00WME,Pain,Discontinued in Phase 2
D04JZH,Pain,Phase 1
D08HQK,Pain,Phase 2
D09ZUM,Pain,Investigative
D0A0FL,Pain,Phase 2
D0FF6S,Pain,Investigative
D0V5HA,Pain,Phase 1
D07FNG,Pain,Discontinued in Phase 2
D0KE1V,Pain,Terminated
D0I7LB,Pain,Discontinued in Phase 2
D01TBN,Pain,Investigative
D04RUP,Pain,Discontinued in Phase 1
D05KFA,Pain,Discontinued in Phase 3
D06HCC,Pain,Phase 2
D08KXE,Pain,Terminated
D0DM6I,Pain,Phase 2
D0E6ZN,Pain,Phase 2
D0N1PA,Pain,Discontinued in Phase 2
D00PQS,Pain,Investigative
D01AKU,Pain,Phase 1
D01PCE,Pain,Discontinued in Phase 2
D01SJC,Pain,Discontinued in Phase 2
D01UXW,Pain,Phase 3
D03HCZ,Pain,Approved
D03SKD,Pain,Approved
D04JHN,Pain,Approved
D05ONA,Pain,Phase 1
D05ZTJ,Pain,Approved
D06AWE,Pain,Approved
D06WTI,Pain,Investigative
D0C0FG,Pain,Investigative
D0E1WI,Pain,Phase 3
D0G1YN,Pain,Discontinued in Phase 2
D0IW4R,Pain,Discontinued in Phase 2
D0J0ZU,Pain,Investigative
D0K2ID,Pain,Phase 3
D0K9TC,Pain,Terminated
D0LU5Q,Pain,Phase 2
D0N1HL,Pain,Discontinued in Phase 2
D0O0AH,Pain,Discontinued in Phase 2
D0V5WL,Pain,Phase 2
D0X5KF,Pain,Approved
D0X6HD,Pain,Approved
D0L1ZM,Pain,Phase 1
D08JML,Pain,Investigative
D0A0ZY,Pain,Investigative
D0F2QP,Pain,Investigative
D07UBK,Pain,Investigative
D0IW0Y,Pain,Terminated
D05MUA,Pain,Investigative
D05PJJ,Pain,Investigative
D08SNL,Pain,Discontinued in Phase 2
D0L8YY,Pain,Investigative
D0X2MZ,Pain,Investigative
D0B4AB,Pain,Terminated
D0E2FZ,Pain,Preclinical
D04TNT,Pain,Phase 2
D08NRG,Pain,Investigative
D0YF6L,Pain,Investigative
D0E2ZA,Pain,Phase 1
D0I8OE,Pain,Investigative
D03SLK,Pain,Phase 2
D04KFR,Pain,Investigative
D03DIG,Pain,Approved
D09RZB,Pain,Investigative
D0N9VZ,Pain,Phase 2
D0X9RG,Pain,Approved
D0Y0ZB,Pain,Terminated
D09ZSO,Pain,Approved
D08MVY,Pain,Investigative
D00IBN,Pain,Approved
